iter	RMSE
183	1.121557683e-17
184	1.111898481e-17
185	1.103628299e-17
186	1.097007991e-17
187	1.088915957e-17
188	1.082617448e-17
189	1.073864531e-17
190	1.06009293e-17
191	1.048056157e-17
192	1.041727983e-17
193	1.034672795e-17
194	1.027108119e-17
195	1.015875854e-17
196	1.007958103e-17
197	1.00207173e-17
198	9.919123035e-18
199	9.805065196e-18
200	9.750656071e-18
201	9.671245942e-18
202	9.617855232e-18
203	9.56689069e-18
204	9.512902105e-18
205	9.464079046e-18
206	9.416977621e-18
207	9.354487129e-18
208	9.3077388e-18
209	9.254649192e-18
210	9.215731585e-18
211	9.195307121e-18
212	9.089720416e-18
213	9.070835685e-18
214	9.026902719e-18
215	8.946838444e-18
216	8.887178529e-18
217	8.831121731e-18
218	8.794341481e-18
219	8.695162188e-18
220	8.61450789e-18
221	8.569849518e-18
222	8.520885169e-18
223	8.472179062e-18
224	8.431388508e-18
225	8.409884839e-18
226	8.365073162e-18
227	8.350188097e-18
228	8.307652711e-18
229	8.253406292e-18
230	8.201953888e-18
231	8.160664475e-18
232	8.105209806e-18
233	8.055579107e-18
234	8.003580461e-18
235	7.954860606e-18
236	7.915539942e-18
237	7.879123391e-18
238	7.821507911e-18
239	7.698492222e-18
240	7.609330755e-18
241	7.572253996e-18
242	7.542234194e-18
243	7.498393081e-18
244	7.485668592e-18
245	7.450515887e-18
246	7.394586952e-18
247	7.342209801e-18
248	7.303063504e-18
249	7.274055834e-18
250	7.227290943e-18
251	7.199770958e-18
252	7.147508546e-18
253	7.107476838e-18
254	7.056685495e-18
255	6.939563657e-18
256	6.892624861e-18
257	6.825385592e-18
258	6.76517938e-18
259	6.741992931e-18
260	6.731763039e-18
261	6.720027041e-18
262	6.710713425e-18
263	6.701917648e-18
264	6.643618916e-18
265	6.635221795e-18
266	6.578994873e-18
267	6.53973354e-18
268	6.514883209e-18
269	6.504844223e-18
270	6.46810339e-18
271	6.446240325e-18
272	6.402646466e-18
273	6.395297033e-18
274	6.347810526e-18
275	6.313106517e-18
276	6.301155086e-18
277	6.29435329e-18
278	6.23661226e-18
279	6.230159315e-18
280	6.224310567e-18
281	6.179755242e-18
282	6.174080333e-18
283	6.168316531e-18
284	6.137267034e-18
285	6.13236532e-18
286	6.093047954e-18
287	5.99941482e-18
288	5.909781806e-18
289	5.814054345e-18
290	5.750372278e-18
291	5.676079908e-18
292	5.617040547e-18
293	5.559985592e-18
294	5.554395584e-18
295	5.509228238e-18
296	5.467145615e-18
297	5.381306308e-18
298	5.310456918e-18
299	5.277518562e-18
300	5.226996402e-18
301	5.189867764e-18
302	5.162202094e-18
303	5.130516855e-18
304	5.092543987e-18
305	5.072627147e-18
306	5.040081331e-18
307	4.983818948e-18
308	4.921021925e-18
309	4.833433624e-18
310	4.782242363e-18
311	4.701867199e-18
312	4.660236256e-18
313	4.622630934e-18
314	4.58834174e-18
315	4.581559074e-18
316	4.570395895e-18
317	4.565063688e-18
318	4.528393676e-18
319	4.496381487e-18
320	4.472926771e-18
321	4.434823739e-18
322	4.39912191e-18
323	4.35773243e-18
324	4.331926735e-18
325	4.326304331e-18
326	4.317694641e-18
327	4.309703252e-18
328	4.27131149e-18
329	4.229174805e-18
330	4.186799625e-18
331	4.138303739e-18
332	4.098356193e-18
333	4.093895234e-18
334	4.085721707e-18
335	4.057889134e-18
336	4.027142701e-18
337	3.976527658e-18
338	3.951309271e-18
339	3.908037918e-18
340	3.886684442e-18
341	3.857144951e-18
342	3.805870441e-18
343	3.783786935e-18
344	3.76143004e-18
345	3.721095481e-18
346	3.698827642e-18
347	3.694793628e-18
348	3.680379305e-18
349	3.640403407e-18
350	3.61186766e-18
351	3.589429526e-18
352	3.562175051e-18
353	3.536716465e-18
354	3.512032359e-18
355	3.48304353e-18
356	3.478870709e-18
357	3.475319639e-18
358	3.444049752e-18
359	3.41846795e-18
360	3.4155409e-18
361	3.408658089e-18
362	3.401596278e-18
363	3.389066405e-18
364	3.355740918e-18
365	3.341722984e-18
366	3.319770672e-18
367	3.310497387e-18
368	3.28853046e-18
369	3.266801105e-18
370	3.258717087e-18
371	3.252415287e-18
372	3.245045161e-18
373	3.240855294e-18
374	3.238429118e-18
375	3.23475689e-18
376	3.214339097e-18
377	3.208251258e-18
378	3.194344561e-18
379	3.181725986e-18
380	3.160801883e-18
381	3.157084756e-18
382	3.131153115e-18
383	3.115020841e-18
384	3.098644757e-18
385	3.05350601e-18
386	3.035568569e-18
387	3.015497652e-18
388	2.999416631e-18
389	2.990591289e-18
390	2.975696927e-18
391	2.940451872e-18
392	2.916321257e-18
393	2.902329167e-18
394	2.897283296e-18
395	2.877665297e-18
396	2.861209172e-18
397	2.856674123e-18
398	2.840006236e-18
399	2.81535255e-18
400	2.79930415e-18
401	2.785677995e-18
402	2.76338478e-18
403	2.735464555e-18
404	2.731394717e-18
405	2.708976354e-18
406	2.687886255e-18
407	2.662015958e-18
408	2.654831006e-18
409	2.633860342e-18
410	2.628177162e-18
411	2.621438448e-18
412	2.615142988e-18
413	2.606551992e-18
414	2.601089962e-18
415	2.591257084e-18
416	2.559831364e-18
417	2.553456703e-18
418	2.547522913e-18
419	2.539662786e-18
420	2.522196731e-18
421	2.514041964e-18
422	2.493707e-18
423	2.486517793e-18
424	2.472347184e-18
425	2.441804571e-18
426	2.423296752e-18
427	2.416924824e-18
428	2.40498398e-18
429	2.392627556e-18
430	2.372730994e-18
431	2.342926873e-18
432	2.338463936e-18
433	2.334201556e-18
434	2.305536959e-18
435	2.301387459e-18
436	2.295572959e-18
437	2.286403265e-18
438	2.281815701e-18
439	2.254576186e-18
440	2.225487726e-18
441	2.213076179e-18
442	2.204122025e-18
443	2.178067005e-18
444	2.15951581e-18
445	2.151051314e-18
446	2.142980181e-18
447	2.126918682e-18
448	2.119000844e-18
449	2.10743759e-18
450	2.101206634e-18
451	2.093901453e-18
452	2.080571073e-18
453	2.070630552e-18
454	2.06503731e-18
455	2.055971765e-18
456	2.049613196e-18
457	2.044187846e-18
458	2.027069265e-18
459	2.021832817e-18
460	2.011540592e-18
461	1.997593608e-18
462	1.983132394e-18
463	1.973724768e-18
464	1.968669211e-18
465	1.946993294e-18
466	1.922777035e-18
467	1.9136143e-18
468	1.904017756e-18
469	1.8770486e-18
470	1.872258994e-18
471	1.862694714e-18
472	1.859121671e-18
473	1.850596639e-18
474	1.825943373e-18
475	1.804678239e-18
476	1.79685574e-18
477	1.777139704e-18
478	1.77397503e-18
479	1.765965956e-18
480	1.753801317e-18
481	1.746768694e-18
482	1.743900131e-18
483	1.725958108e-18
484	1.706668127e-18
485	1.695545806e-18
486	1.692604405e-18
487	1.688525931e-18
488	1.685745991e-18
489	1.682846229e-18
490	1.675967296e-18
491	1.667128758e-18
492	1.656540762e-18
493	1.649778542e-18
494	1.647251127e-18
495	1.644069949e-18
496	1.625139296e-18
497	1.616383572e-18
498	1.607645379e-18
499	1.590077676e-18
500	1.575949871e-18
501	1.569351349e-18
502	1.555761891e-18
503	1.545136101e-18
504	1.542545416e-18
505	1.535337095e-18
506	1.529411145e-18
507	1.51321737e-18
508	1.50949452e-18
509	1.492191087e-18
510	1.47962328e-18
511	1.472035465e-18
512	1.46211507e-18
513	1.457287156e-18
514	1.45123178e-18
515	1.445695111e-18
516	1.442366594e-18
517	1.437654453e-18
518	1.425190503e-18
519	1.418786112e-18
520	1.411251522e-18
521	1.40818352e-18
522	1.396091418e-18
523	1.391763662e-18
524	1.382595811e-18
525	1.377209265e-18
526	1.364662392e-18
527	1.358267536e-18
528	1.354974391e-18
529	1.351083561e-18
530	1.347391746e-18
531	1.343355275e-18
532	1.334427386e-18
533	1.332406841e-18
534	1.329016271e-18
535	1.326494027e-18
536	1.319924045e-18
537	1.308655935e-18
538	1.303663585e-18
539	1.290399941e-18
540	1.287312532e-18
541	1.282064881e-18
542	1.278837173e-18
543	1.263745208e-18
544	1.261348023e-18
545	1.247164011e-18
546	1.230206716e-18
547	1.224877578e-18
548	1.218087822e-18
549	1.216550062e-18
550	1.214524774e-18
551	1.210949652e-18
552	1.195829644e-18
553	1.184768044e-18
554	1.174912519e-18
555	1.165732653e-18
556	1.159501818e-18
557	1.153006552e-18
558	1.143525203e-18
559	1.139707326e-18
560	1.133394875e-18
561	1.113416601e-18
562	1.104618066e-18
563	1.096168981e-18
564	1.089889078e-18
565	1.079631007e-18
566	1.073702266e-18
567	1.062916938e-18
568	1.057294776e-18
569	1.051999922e-18
570	1.040124766e-18
571	1.024340742e-18
572	1.018810469e-18
573	1.014458232e-18
574	1.009401488e-18
575	1.004019939e-18
576	9.989023193e-19
577	9.867037087e-19
578	9.765895428e-19
579	9.700191229e-19
580	9.649715643e-19
581	9.507099011e-19
582	9.476287747e-19
583	9.375583629e-19
584	9.293156651e-19
585	9.264358505e-19
586	9.203208332e-19
587	9.148026572e-19
588	9.08542019e-19
589	8.965719966e-19
590	8.872754232e-19
591	8.79485269e-19
592	8.777408828e-19
593	8.724143462e-19
594	8.67975112e-19
595	8.643765442e-19
596	8.571830481e-19
597	8.520934568e-19
598	8.491491012e-19
599	8.449263657e-19
600	8.386676916e-19
601	8.346311634e-19
602	8.243096653e-19
603	8.153161489e-19
604	8.124867364e-19
605	8.062888114e-19
606	8.015050074e-19
607	7.952310282e-19
608	7.892724691e-19
609	7.83464291e-19
610	7.820594995e-19
611	7.757647308e-19
612	7.703075093e-19
613	7.678018842e-19
614	7.607101843e-19
615	7.51985335e-19
616	7.468590346e-19
617	7.399993593e-19
618	7.350123668e-19
619	7.288327745e-19
620	7.186316191e-19
621	7.168515573e-19
622	7.126312163e-19
623	7.109753576e-19
624	7.079035785e-19
625	7.055931425e-19
626	6.986764252e-19
627	6.90285414e-19
628	6.889793865e-19
629	6.857189341e-19
630	6.816765462e-19
631	6.77888181e-19
632	6.720899971e-19
633	6.6521527e-19
634	6.57165633e-19
635	6.514714349e-19
636	6.442035168e-19
637	6.388251533e-19
638	6.34886032e-19
639	6.27755745e-19
640	6.235285641e-19
641	6.207606071e-19
642	6.16484395e-19
643	6.106946747e-19
644	6.076035313e-19
645	6.04214738e-19
646	6.033809614e-19
647	6.001985539e-19
648	5.979615593e-19
649	5.952604708e-19
650	5.920474112e-19
651	5.873652885e-19
652	5.842889085e-19
653	5.813916466e-19
654	5.785239884e-19
655	5.750131476e-19
656	5.726077345e-19
657	5.702323145e-19
658	5.638961732e-19
659	5.568870791e-19
660	5.548221297e-19
661	5.490081765e-19
662	5.434139175e-19
663	5.374113251e-19
664	5.342965122e-19
665	5.316739831e-19
666	5.302269606e-19
667	5.290529435e-19
668	5.2394999e-19
669	5.22473378e-19
670	5.211840809e-19
671	5.188900656e-19
672	5.163343044e-19
673	5.157778874e-19
674	5.143106618e-19
675	5.114608583e-19
676	5.097010126e-19
677	5.05087695e-19
678	5.039403547e-19
679	5.024414657e-19
680	5.002565787e-19
681	4.99300128e-19
682	4.971868056e-19
683	4.963458639e-19
684	4.95300425e-19
685	4.934889141e-19
686	4.918317045e-19
687	4.889520943e-19
688	4.871018665e-19
689	4.833229076e-19
690	4.786751617e-19
691	4.777520857e-19
692	4.761028847e-19
693	4.739128811e-19
694	4.72230735e-19
695	4.703114304e-19
696	4.697656821e-19
697	4.682747405e-19
698	4.636625472e-19
699	4.603016739e-19
700	4.570825225e-19
701	4.565939695e-19
702	4.554939581e-19
703	4.5502812e-19
704	4.530158924e-19
705	4.496010002e-19
706	4.469275713e-19
707	4.445509254e-19
708	4.429513113e-19
709	4.391310874e-19
710	4.384480826e-19
711	4.376833521e-19
712	4.370256345e-19
713	4.341321176e-19
714	4.293226356e-19
715	4.278672921e-19
716	4.264870713e-19
717	4.229825099e-19
718	4.205662992e-19
719	4.172554201e-19
720	4.130198245e-19
721	4.086174051e-19
722	4.052864174e-19
723	4.036409096e-19
724	4.024458361e-19
725	4.001713431e-19
726	3.985129105e-19
727	3.971906929e-19
728	3.951850656e-19
729	3.939225357e-19
730	3.933402373e-19
731	3.911415312e-19
732	3.900300523e-19
733	3.89743231e-19
734	3.885671313e-19
735	3.873637056e-19
736	3.864907577e-19
737	3.85767562e-19
738	3.841911768e-19
739	3.814925878e-19
740	3.792903124e-19
741	3.767223064e-19
742	3.746818922e-19
743	3.726389199e-19
744	3.693057911e-19
745	3.660425314e-19
746	3.650206361e-19
747	3.644855402e-19
748	3.615704358e-19
749	3.601382782e-19
750	3.576203005e-19
751	3.541226408e-19
752	3.519908251e-19
753	3.506047298e-19
754	3.486279951e-19
755	3.479502431e-19
756	3.469491392e-19
757	3.452071268e-19
758	3.439788517e-19
759	3.422927338e-19
760	3.416166099e-19
761	3.406701385e-19
762	3.373846605e-19
763	3.348118437e-19
764	3.343344442e-19
765	3.332936745e-19
766	3.323556848e-19
767	3.320745169e-19
768	3.30399835e-19
769	3.299283252e-19
770	3.295459806e-19
771	3.281400576e-19
772	3.272059954e-19
773	3.257348888e-19
774	3.244238544e-19
775	3.23900704e-19
776	3.23526699e-19
777	3.22419489e-19
778	3.207339878e-19
779	3.199878114e-19
780	3.186337021e-19
781	3.182064437e-19
782	3.160914501e-19
783	3.132566359e-19
784	3.118934377e-19
785	3.093227356e-19
786	3.078613568e-19
787	3.074391801e-19
788	3.061948375e-19
789	3.048274724e-19
790	3.042566217e-19
791	3.011438698e-19
792	2.975278215e-19
793	2.971550868e-19
794	2.958115169e-19
795	2.95445944e-19
796	2.946400793e-19
797	2.933941931e-19
798	2.920010794e-19
799	2.901889843e-19
800	2.898136923e-19
801	2.886524668e-19
802	2.871283176e-19
803	2.854290066e-19
804	2.838776378e-19
805	2.824428838e-19
806	2.81077262e-19
807	2.797140233e-19
808	2.786162407e-19
809	2.765992604e-19
810	2.745799997e-19
811	2.722614504e-19
812	2.708045273e-19
813	2.704842214e-19
814	2.686992887e-19
815	2.666400043e-19
816	2.653270129e-19
817	2.650125236e-19
818	2.641368933e-19
819	2.631327068e-19
820	2.628317533e-19
821	2.615466703e-19
822	2.603622594e-19
823	2.594723232e-19
824	2.586984156e-19
825	2.582670648e-19
826	2.580696081e-19
827	2.559281511e-19
828	2.543151326e-19
829	2.518042456e-19
830	2.509866832e-19
831	2.507191688e-19
832	2.504085961e-19
833	2.494937618e-19
834	2.487086847e-19
835	2.477184473e-19
836	2.471563386e-19
837	2.469417954e-19
838	2.449936283e-19
839	2.435141834e-19
840	2.426330537e-19
841	2.407366153e-19
842	2.391422208e-19
843	2.377038509e-19
844	2.373475594e-19
845	2.363799609e-19
846	2.355487242e-19
847	2.352868247e-19
848	2.343675202e-19
849	2.335155851e-19
850	2.330831688e-19
851	2.315130554e-19
852	2.305428243e-19
853	2.296758581e-19
854	2.294056387e-19
855	2.278226359e-19
856	2.275834578e-19
857	2.262770764e-19
858	2.249525604e-19
859	2.241971041e-19
860	2.233533022e-19
861	2.224829252e-19
862	2.218934341e-19
863	2.210715362e-19
864	2.203512217e-19
865	2.200462896e-19
866	2.193108636e-19
867	2.185925474e-19
868	2.179000059e-19
869	2.176184253e-19
870	2.17115871e-19
871	2.162711989e-19
872	2.16019182e-19
873	2.153568358e-19
874	2.145009083e-19
875	2.136516598e-19
876	2.132291051e-19
877	2.125500559e-19
878	2.115054495e-19
879	2.102618437e-19
880	2.085082889e-19
881	2.079167165e-19
882	2.071412089e-19
883	2.063593798e-19
884	2.055681531e-19
885	2.05341388e-19
886	2.046751877e-19
887	2.03768367e-19
888	2.032906626e-19
889	2.02563202e-19
890	2.022641174e-19
891	2.01545681e-19
892	2.01195044e-19
893	2.00704319e-19
894	2.002792688e-19
895	1.989765273e-19
896	1.98086718e-19
897	1.971986138e-19
898	1.965207247e-19
899	1.963720836e-19
900	1.960635884e-19
901	1.955140509e-19
902	1.945725039e-19
903	1.937501174e-19
904	1.929737849e-19
905	1.924625832e-19
906	1.916140031e-19
907	1.911775612e-19
908	1.902789687e-19
909	1.896834314e-19
910	1.890484012e-19
911	1.884127054e-19
912	1.875518138e-19
913	1.870773102e-19
914	1.865775534e-19
915	1.852798602e-19
916	1.846024619e-19
917	1.840502494e-19
918	1.830589141e-19
919	1.82465924e-19
920	1.815618682e-19
921	1.810034358e-19
922	1.802041962e-19
923	1.790569936e-19
924	1.78554652e-19
925	1.782907558e-19
926	1.780078949e-19
927	1.777020731e-19
928	1.771781105e-19
929	1.764219342e-19
930	1.754294285e-19
931	1.749877487e-19
932	1.742416931e-19
933	1.737156876e-19
934	1.735725306e-19
935	1.717635164e-19
936	1.709867407e-19
937	1.702343871e-19
938	1.695266941e-19
939	1.689760583e-19
940	1.684963321e-19
941	1.67639264e-19
942	1.670726625e-19
943	1.662926291e-19
944	1.659858985e-19
945	1.651146519e-19
946	1.648328407e-19
947	1.641823767e-19
948	1.639524383e-19
949	1.627152809e-19
950	1.615509341e-19
951	1.61421468e-19
952	1.609916395e-19
953	1.59994652e-19
954	1.596875365e-19
955	1.592446052e-19
956	1.581830415e-19
957	1.579500633e-19
958	1.578289252e-19
959	1.575386009e-19
960	1.574113872e-19
961	1.571479276e-19
962	1.559126656e-19
963	1.549822429e-19
964	1.540664935e-19
965	1.536565094e-19
966	1.525775503e-19
967	1.524538718e-19
968	1.523133141e-19
969	1.518740233e-19
970	1.513557925e-19
971	1.512333263e-19
972	1.507177284e-19
973	1.497473325e-19
974	1.496481026e-19
975	1.492351545e-19
976	1.49046779e-19
977	1.489415081e-19
978	1.478766888e-19
979	1.477650234e-19
980	1.474105662e-19
981	1.465828431e-19
982	1.458386205e-19
983	1.454502843e-19
984	1.44487674e-19
985	1.439045478e-19
986	1.437062372e-19
987	1.427702704e-19
988	1.42221881e-19
989	1.413267588e-19
990	1.411384904e-19
991	1.406304604e-19
992	1.404327101e-19
993	1.395762675e-19
994	1.390826605e-19
995	1.387565643e-19
996	1.379418889e-19
997	1.375261698e-19
998	1.372177522e-19
999	1.368867602e-19
1000	1.366044379e-19
1001	1.357636476e-19
1002	1.349483297e-19
1003	1.348741739e-19
1004	1.340852585e-19
1005	1.331558028e-19
1006	1.327752561e-19
1007	1.32706108e-19
1008	1.322474957e-19
1009	1.315554626e-19
1010	1.307520223e-19
1011	1.300193966e-19
1012	1.294556036e-19
1013	1.289211192e-19
1014	1.281555415e-19
1015	1.277862076e-19
1016	1.275310484e-19
1017	1.27237354e-19
1018	1.269363837e-19
1019	1.265342926e-19
1020	1.263647164e-19
1021	1.261598214e-19
1022	1.257290023e-19
1023	1.251506503e-19
1024	1.248044186e-19
1025	1.247073199e-19
1026	1.240308931e-19
1027	1.23624188e-19
1028	1.235458901e-19
1029	1.227628905e-19
1030	1.215726489e-19
1031	1.209928028e-19
1032	1.205652203e-19
1033	1.198164235e-19
1034	1.195791091e-19
1035	1.192350503e-19
1036	1.189920837e-19
1037	1.186768538e-19
1038	1.180021887e-19
1039	1.175385395e-19
1040	1.171939781e-19
1041	1.169264076e-19
1042	1.166396096e-19
1043	1.163673262e-19
1044	1.157427965e-19
1045	1.156672367e-19
1046	1.154994299e-19
1047	1.152125755e-19
1048	1.151434996e-19
1049	1.149278606e-19
1050	1.148325299e-19
1051	1.139127382e-19
1052	1.132530939e-19
1053	1.129300079e-19
1054	1.124954271e-19
1055	1.124329892e-19
1056	1.118575204e-19
1057	1.117282314e-19
1058	1.114926611e-19
1059	1.108798947e-19
1060	1.103103652e-19
1061	1.099969587e-19
1062	1.091534016e-19
1063	1.086876717e-19
1064	1.083700134e-19
1065	1.08256964e-19
1066	1.07745776e-19
1067	1.071903647e-19
1068	1.069982796e-19
1069	1.069012167e-19
1070	1.068396874e-19
1071	1.063710852e-19
1072	1.058679016e-19
1073	1.057597942e-19
1074	1.054358815e-19
1075	1.050867048e-19
1076	1.043161087e-19
1077	1.040879229e-19
1078	1.034387669e-19
1079	1.030200778e-19
1080	1.028343701e-19
1081	1.023695565e-19
1082	1.016771635e-19
1083	1.01442728e-19
1084	1.01293239e-19
1085	1.011221286e-19
1086	1.002244284e-19
1087	1.000241221e-19
1088	9.940702938e-20
1089	9.89686222e-20
1090	9.854669822e-20
1091	9.835508195e-20
1092	9.770381135e-20
1093	9.756059212e-20
1094	9.74754e-20
1095	9.712560982e-20
1096	9.688779084e-20
1097	9.67815061e-20
1098	9.643761126e-20
1099	9.61454778e-20
1100	9.592531272e-20
1101	9.546170397e-20
1102	9.537252994e-20
1103	9.514012044e-20
1104	9.4971302e-20
1105	9.465712952e-20
1106	9.458683595e-20
1107	9.404868827e-20
1108	9.34869381e-20
1109	9.302094815e-20
1110	9.29444933e-20
1111	9.243868392e-20
1112	9.22206822e-20
1113	9.194932678e-20
1114	9.181066668e-20
1115	9.162794656e-20
1116	9.142275573e-20
1117	9.112938746e-20
1118	9.071430576e-20
1119	9.064919358e-20
1120	9.05394901e-20
1121	9.015205431e-20
1122	8.952358297e-20
1123	8.908610008e-20
1124	8.87338899e-20
1125	8.850773457e-20
1126	8.83535654e-20
1127	8.798758616e-20
1128	8.782705299e-20
1129	8.747098775e-20
1130	8.721630428e-20
1131	8.708048395e-20
1132	8.682332156e-20
1133	8.661698073e-20
1134	8.631642381e-20
1135	8.614450766e-20
1136	8.553401896e-20
1137	8.506281881e-20
1138	8.486951196e-20
1139	8.447945789e-20
1140	8.431787017e-20
1141	8.418739392e-20
1142	8.402124172e-20
1143	8.384208825e-20
1144	8.36566512e-20
1145	8.348920284e-20
1146	8.33342438e-20
1147	8.289496178e-20
1148	8.256895552e-20
1149	8.249683455e-20
1150	8.24629292e-20
1151	8.200212511e-20
1152	8.148001222e-20
1153	8.098219695e-20
1154	8.076771168e-20
1155	8.038631339e-20
1156	8.0337778e-20
1157	8.018751929e-20
1158	8.002515361e-20
1159	7.988129499e-20
1160	7.981172766e-20
1161	7.962118279e-20
1162	7.927782751e-20
1163	7.890018082e-20
1164	7.869740885e-20
1165	7.856536222e-20
1166	7.841932799e-20
1167	7.835425823e-20
1168	7.79624252e-20
1169	7.780812495e-20
1170	7.744783709e-20
1171	7.729608919e-20
1172	7.70716491e-20
1173	7.690211778e-20
1174	7.685798165e-20
1175	7.666991406e-20
1176	7.652697374e-20
1177	7.6230881e-20
1178	7.611237797e-20
1179	7.598355675e-20
1180	7.587145531e-20
1181	7.568867659e-20
1182	7.533349339e-20
1183	7.522280432e-20
1184	7.483653796e-20
1185	7.452235067e-20
1186	7.444257976e-20
1187	7.423305816e-20
1188	7.41232288e-20
1189	7.383460353e-20
1190	7.359878867e-20
1191	7.333924365e-20
1192	7.323861947e-20
1193	7.28963278e-20
1194	7.283395258e-20
1195	7.264610853e-20
1196	7.25245205e-20
1197	7.233736766e-20
1198	7.20828076e-20
1199	7.195777247e-20
1200	7.168449623e-20
1201	7.129725527e-20
1202	7.10687296e-20
1203	7.095102197e-20
1204	7.067808622e-20
1205	7.050380921e-20
1206	7.030242795e-20
1207	7.003007086e-20
1208	6.963845002e-20
1209	6.945257822e-20
1210	6.86315729e-20
1211	6.838244063e-20
1212	6.803842233e-20
1213	6.757257844e-20
1214	6.722148555e-20
1215	6.691027222e-20
1216	6.663225314e-20
1217	6.65923627e-20
1218	6.635939618e-20
1219	6.632981379e-20
1220	6.630180332e-20
1221	6.606084086e-20
1222	6.5925465e-20
1223	6.553096546e-20
1224	6.533984238e-20
1225	6.5181501e-20
1226	6.489128491e-20
1227	6.472422295e-20
1228	6.443088277e-20
1229	6.440154208e-20
1230	6.437061909e-20
1231	6.415266789e-20
1232	6.394803289e-20
1233	6.375036826e-20
1234	6.353913104e-20
1235	6.327253549e-20
1236	6.307678613e-20
1237	6.278723571e-20
1238	6.266371435e-20
1239	6.261319325e-20
1240	6.231515333e-20
1241	6.226742391e-20
1242	6.212315029e-20
1243	6.208288629e-20
1244	6.193119726e-20
1245	6.16924945e-20
1246	6.129298998e-20
1247	6.125397816e-20
