iter	RMSE
2261	1.011132939e-20
2262	1.010815787e-20
2263	1.009630555e-20
2264	1.008669966e-20
2265	1.007027323e-20
2266	1.00594975e-20
2267	1.004964379e-20
2268	1.004023947e-20
2269	1.002993197e-20
2270	1.002327361e-20
2271	9.999739093e-21
2272	9.991617826e-21
2273	9.966660727e-21
2274	9.95227196e-21
2275	9.950311876e-21
2276	9.934017776e-21
2277	9.910255815e-21
2278	9.90092407e-21
2279	9.87753798e-21
2280	9.866098009e-21
2281	9.862373919e-21
2282	9.852968807e-21
2283	9.841123854e-21
2284	9.8227014e-21
2285	9.818150622e-21
2286	9.81322506e-21
2287	9.79445126e-21
2288	9.774147558e-21
2289	9.768465096e-21
2290	9.767488589e-21
2291	9.745818936e-21
2292	9.731869783e-21
2293	9.711057067e-21
2294	9.703363102e-21
2295	9.694346542e-21
2296	9.685094661e-21
2297	9.670305508e-21
2298	9.663043257e-21
2299	9.633758639e-21
2300	9.62888309e-21
2301	9.623216392e-21
2302	9.617105029e-21
2303	9.595344986e-21
2304	9.585874989e-21
2305	9.57561779e-21
2306	9.573502665e-21
2307	9.571484179e-21
2308	9.570481075e-21
2309	9.560890559e-21
2310	9.551549397e-21
2311	9.547513331e-21
2312	9.537951082e-21
2313	9.534157857e-21
2314	9.525462305e-21
2315	9.522049335e-21
2316	9.506989216e-21
2317	9.499880713e-21
2318	9.479061827e-21
2319	9.471711784e-21
2320	9.463669108e-21
2321	9.444957628e-21
2322	9.432905816e-21
2323	9.410227288e-21
2324	9.400950888e-21
2325	9.381397153e-21
2326	9.37463976e-21
2327	9.354291575e-21
2328	9.333051107e-21
2329	9.320413341e-21
2330	9.311136744e-21
2331	9.303246183e-21
2332	9.292230389e-21
2333	9.27879795e-21
2334	9.266379426e-21
2335	9.26259772e-21
2336	9.260847515e-21
2337	9.253454155e-21
2338	9.242298266e-21
2339	9.234735787e-21
2340	9.222035357e-21
2341	9.198421365e-21
2342	9.189003073e-21
2343	9.183194057e-21
2344	9.168268491e-21
2345	9.165200825e-21
2346	9.160755111e-21
2347	9.148580705e-21
2348	9.137064675e-21
2349	9.117691145e-21
2350	9.107666607e-21
2351	9.105850443e-21
2352	9.098228749e-21
2353	9.088572501e-21
2354	9.079315574e-21
2355	9.059918765e-21
2356	9.05678155e-21
2357	9.053624538e-21
2358	9.048997694e-21
2359	9.037899884e-21
2360	9.021153002e-21
2361	9.010588085e-21
2362	8.988774636e-21
2363	8.979645592e-21
2364	8.973120128e-21
2365	8.951112758e-21
2366	8.940019413e-21
2367	8.938521575e-21
2368	8.933773252e-21
2369	8.927945484e-21
2370	8.917526558e-21
2371	8.911222626e-21
2372	8.893774176e-21
2373	8.883556936e-21
2374	8.871069043e-21
2375	8.866709123e-21
2376	8.854611995e-21
2377	8.848720664e-21
2378	8.842145719e-21
2379	8.826789357e-21
2380	8.822261914e-21
2381	8.814824493e-21
2382	8.801438215e-21
2383	8.788441485e-21
2384	8.765068145e-21
2385	8.761797439e-21
2386	8.73825255e-21
2387	8.719300589e-21
2388	8.706306935e-21
2389	8.700174387e-21
2390	8.697860474e-21
2391	8.683926517e-21
2392	8.679932425e-21
2393	8.673166183e-21
2394	8.663355638e-21
2395	8.662436196e-21
2396	8.657220099e-21
2397	8.640072071e-21
2398	8.630081839e-21
2399	8.61125945e-21
2400	8.602965397e-21
2401	8.588377886e-21
2402	8.569355992e-21
2403	8.562255466e-21
2404	8.55369657e-21
2405	8.552785366e-21
2406	8.54138797e-21
2407	8.52914116e-21
2408	8.513603315e-21
2409	8.504807376e-21
2410	8.501553796e-21
2411	8.483415326e-21
2412	8.469052139e-21
2413	8.460601633e-21
2414	8.44175228e-21
2415	8.43598243e-21
2416	8.424624069e-21
2417	8.405265528e-21
2418	8.394513553e-21
2419	8.375415422e-21
2420	8.357314881e-21
2421	8.33790736e-21
2422	8.333942664e-21
2423	8.325727809e-21
2424	8.317994207e-21
2425	8.313129435e-21
2426	8.298989934e-21
2427	8.292130028e-21
2428	8.288273166e-21
2429	8.279095115e-21
2430	8.274653088e-21
2431	8.263834068e-21
2432	8.25159784e-21
2433	8.244469944e-21
2434	8.229202371e-21
2435	8.225467935e-21
2436	8.223196248e-21
2437	8.210116287e-21
2438	8.208768405e-21
2439	8.195421297e-21
2440	8.187404942e-21
2441	8.175086183e-21
2442	8.151052207e-21
2443	8.132228858e-21
2444	8.112167678e-21
2445	8.107094487e-21
2446	8.086533906e-21
2447	8.083407986e-21
2448	8.078229536e-21
2449	8.072131911e-21
2450	8.066286289e-21
2451	8.063756995e-21
2452	8.055833877e-21
2453	8.051834574e-21
2454	8.049195195e-21
2455	8.041204819e-21
2456	8.03859149e-21
2457	8.024257146e-21
2458	8.022492862e-21
2459	8.002026979e-21
2460	7.98413731e-21
2461	7.959614141e-21
2462	7.951802043e-21
2463	7.944357979e-21
2464	7.941073923e-21
2465	7.922507855e-21
2466	7.919915791e-21
2467	7.912150186e-21
2468	7.909124176e-21
2469	7.893956035e-21
2470	7.886360423e-21
2471	7.868076042e-21
2472	7.859955851e-21
2473	7.841993837e-21
2474	7.836558218e-21
2475	7.814705465e-21
2476	7.797788502e-21
2477	7.790172528e-21
2478	7.787779746e-21
2479	7.772844559e-21
2480	7.76866316e-21
2481	7.762542977e-21
2482	7.756775999e-21
2483	7.736309058e-21
2484	7.727131303e-21
2485	7.722266947e-21
2486	7.705572238e-21
2487	7.701690565e-21
2488	7.693693742e-21
2489	7.678304304e-21
2490	7.662464083e-21
2491	7.652608765e-21
2492	7.641630101e-21
2493	7.637639373e-21
2494	7.628982172e-21
2495	7.620759617e-21
2496	7.615657632e-21
2497	7.61246142e-21
2498	7.601842925e-21
2499	7.592874554e-21
2500	7.585306356e-21
2501	7.566414903e-21
2502	7.55216523e-21
2503	7.538937636e-21
2504	7.530713889e-21
2505	7.519086874e-21
2506	7.504703924e-21
2507	7.49162623e-21
2508	7.486741459e-21
2509	7.47863825e-21
2510	7.463785117e-21
2511	7.458348273e-21
2512	7.454628103e-21
2513	7.44855428e-21
2514	7.44211664e-21
2515	7.4248498e-21
2516	7.419592795e-21
2517	7.40807649e-21
2518	7.403080552e-21
2519	7.400092549e-21
2520	7.397653321e-21
2521	7.381664067e-21
2522	7.37670091e-21
2523	7.372560399e-21
2524	7.367519982e-21
2525	7.364462548e-21
2526	7.361105163e-21
2527	7.345809526e-21
2528	7.333129119e-21
2529	7.321536534e-21
2530	7.317828513e-21
2531	7.300097124e-21
2532	7.288240602e-21
2533	7.277344122e-21
2534	7.273780398e-21
2535	7.261816825e-21
2536	7.253561272e-21
2537	7.234862365e-21
2538	7.217446359e-21
2539	7.21421214e-21
2540	7.209610578e-21
2541	7.204873873e-21
2542	7.196382925e-21
2543	7.180820153e-21
2544	7.17773309e-21
2545	7.162125565e-21
2546	7.153266341e-21
2547	7.140637172e-21
2548	7.128670692e-21
2549	7.112713515e-21
2550	7.109808087e-21
2551	7.092561563e-21
2552	7.08435791e-21
2553	7.078663086e-21
2554	7.071925711e-21
2555	7.065588319e-21
2556	7.057931875e-21
2557	7.050478211e-21
2558	7.037445942e-21
2559	7.033272352e-21
2560	7.025322793e-21
2561	7.023719816e-21
2562	7.017062358e-21
2563	7.015551238e-21
2564	7.014044991e-21
2565	7.002371146e-21
2566	6.992680175e-21
2567	6.990014479e-21
2568	6.989408883e-21
2569	6.988847827e-21
2570	6.982441529e-21
2571	6.975820721e-21
2572	6.968914787e-21
2573	6.958237677e-21
2574	6.95476668e-21
2575	6.950215703e-21
2576	6.945155824e-21
2577	6.933426845e-21
2578	6.928612153e-21
2579	6.920639938e-21
2580	6.917784501e-21
2581	6.905694079e-21
2582	6.890361832e-21
2583	6.888244033e-21
2584	6.877016462e-21
2585	6.870390274e-21
2586	6.868550943e-21
2587	6.866946245e-21
2588	6.846986809e-21
2589	6.835687789e-21
2590	6.829690992e-21
2591	6.812483336e-21
2592	6.796803962e-21
2593	6.793575379e-21
2594	6.769298563e-21
2595	6.767100883e-21
2596	6.746373734e-21
2597	6.74284649e-21
2598	6.731939418e-21
2599	6.727430035e-21
2600	6.72250306e-21
2601	6.711703339e-21
2602	6.700926944e-21
2603	6.68566174e-21
2604	6.672955192e-21
2605	6.661536443e-21
2606	6.656239914e-21
2607	6.651953631e-21
2608	6.641792663e-21
2609	6.639161579e-21
2610	6.63763952e-21
2611	6.628463612e-21
2612	6.61408721e-21
2613	6.60980652e-21
2614	6.60002311e-21
2615	6.596017682e-21
2616	6.58179171e-21
2617	6.572022345e-21
2618	6.570058523e-21
2619	6.568314375e-21
2620	6.563637597e-21
2621	6.55849936e-21
2622	6.553371877e-21
2623	6.545160685e-21
2624	6.540675787e-21
2625	6.535871825e-21
2626	6.532737685e-21
2627	6.517292646e-21
2628	6.507833183e-21
2629	6.503998131e-21
2630	6.498629074e-21
2631	6.497417739e-21
2632	6.496588459e-21
2633	6.495164266e-21
2634	6.491521968e-21
2635	6.480398007e-21
2636	6.478766321e-21
2637	6.464992579e-21
2638	6.45502024e-21
2639	6.44610699e-21
2640	6.444471057e-21
2641	6.434354749e-21
2642	6.420217369e-21
2643	6.412951254e-21
2644	6.409409665e-21
2645	6.395516031e-21
2646	6.386133195e-21
2647	6.374332609e-21
2648	6.361030427e-21
2649	6.356784336e-21
2650	6.343049325e-21
2651	6.330837952e-21
2652	6.319138445e-21
2653	6.311303e-21
2654	6.305272884e-21
2655	6.297578405e-21
2656	6.28583822e-21
2657	6.277124068e-21
2658	6.274283873e-21
2659	6.268805781e-21
2660	6.266443688e-21
2661	6.262151522e-21
2662	6.249123561e-21
2663	6.235180466e-21
2664	6.227806339e-21
2665	6.223709337e-21
2666	6.212233205e-21
2667	6.204914052e-21
2668	6.196898234e-21
2669	6.194633593e-21
2670	6.191845651e-21
2671	6.183327181e-21
2672	6.170422801e-21
2673	6.159189821e-21
2674	6.149304664e-21
2675	6.143308672e-21
2676	6.141660327e-21
2677	6.133991788e-21
2678	6.123890858e-21
2679	6.119911005e-21
2680	6.115289948e-21
2681	6.101447434e-21
2682	6.100250065e-21
2683	6.095201978e-21
2684	6.084159788e-21
2685	6.076147999e-21
2686	6.070435673e-21
2687	6.065171725e-21
2688	6.060979877e-21
2689	6.053127667e-21
2690	6.049164634e-21
2691	6.040644123e-21
2692	6.035293827e-21
2693	6.033101458e-21
2694	6.021823079e-21
2695	6.01615397e-21
2696	6.009131152e-21
2697	5.988198215e-21
2698	5.976701668e-21
2699	5.967359861e-21
2700	5.959025776e-21
2701	5.950367472e-21
2702	5.93982908e-21
2703	5.929500545e-21
2704	5.917440605e-21
2705	5.912832942e-21
2706	5.907386715e-21
2707	5.891729032e-21
2708	5.882407474e-21
2709	5.878335663e-21
2710	5.873144133e-21
2711	5.866854514e-21
2712	5.862577973e-21
2713	5.85701576e-21
2714	5.853056685e-21
2715	5.848118212e-21
2716	5.842154333e-21
2717	5.836856826e-21
2718	5.825863922e-21
2719	5.818455666e-21
2720	5.808618687e-21
2721	5.806056571e-21
2722	5.785887377e-21
2723	5.774272552e-21
2724	5.7623293e-21
2725	5.755451587e-21
2726	5.751734029e-21
2727	5.737745265e-21
2728	5.728158258e-21
2729	5.716300192e-21
2730	5.702326907e-21
2731	5.693351811e-21
2732	5.690108966e-21
2733	5.687546127e-21
2734	5.676705982e-21
2735	5.672998714e-21
2736	5.669515455e-21
2737	5.664565374e-21
2738	5.652649475e-21
2739	5.648675074e-21
2740	5.64199492e-21
2741	5.63390102e-21
2742	5.622187388e-21
2743	5.618898701e-21
2744	5.614046099e-21
2745	5.600233933e-21
2746	5.590506102e-21
2747	5.58313641e-21
2748	5.581069764e-21
2749	5.573181102e-21
2750	5.568091027e-21
2751	5.559174859e-21
2752	5.555958616e-21
2753	5.549220889e-21
2754	5.539305845e-21
2755	5.538979586e-21
2756	5.535452377e-21
2757	5.53217533e-21
2758	5.529445419e-21
2759	5.516885538e-21
2760	5.504366609e-21
2761	5.501741752e-21
2762	5.493832287e-21
2763	5.487805312e-21
2764	5.484225505e-21
2765	5.483003675e-21
2766	5.482159614e-21
2767	5.470409178e-21
2768	5.468099356e-21
2769	5.464000548e-21
2770	5.461625463e-21
2771	5.459201857e-21
2772	5.449067717e-21
2773	5.441105262e-21
2774	5.433080776e-21
2775	5.427916764e-21
2776	5.419235812e-21
2777	5.411494016e-21
2778	5.408778032e-21
2779	5.407567887e-21
2780	5.397511122e-21
2781	5.385890777e-21
2782	5.377784414e-21
2783	5.374167089e-21
2784	5.361950893e-21
2785	5.352613813e-21
2786	5.34074033e-21
2787	5.331445169e-21
2788	5.319241129e-21
2789	5.314406906e-21
2790	5.311797969e-21
2791	5.302255743e-21
2792	5.292846448e-21
2793	5.283921962e-21
2794	5.278789497e-21
2795	5.275891274e-21
2796	5.267154254e-21
2797	5.259938117e-21
2798	5.256009561e-21
2799	5.249190675e-21
2800	5.242951345e-21
2801	5.233703133e-21
2802	5.227707992e-21
2803	5.224672336e-21
2804	5.222686682e-21
2805	5.21817249e-21
2806	5.213041222e-21
2807	5.206327025e-21
2808	5.200895623e-21
2809	5.189474497e-21
2810	5.180303185e-21
2811	5.168841136e-21
2812	5.166733177e-21
2813	5.159279725e-21
2814	5.157030484e-21
2815	5.154570978e-21
2816	5.154053807e-21
2817	5.149352675e-21
2818	5.146588579e-21
2819	5.14304404e-21
2820	5.14161288e-21
2821	5.137000778e-21
2822	5.133098493e-21
2823	5.128297121e-21
2824	5.127870216e-21
2825	5.12286491e-21
2826	5.119532176e-21
2827	5.116968698e-21
2828	5.111826399e-21
2829	5.109493508e-21
2830	5.101811559e-21
2831	5.094976188e-21
2832	5.092497716e-21
2833	5.089258042e-21
2834	5.084201765e-21
2835	5.081720681e-21
2836	5.07733104e-21
2837	5.07254889e-21
2838	5.069555151e-21
2839	5.065029944e-21
2840	5.061603367e-21
2841	5.050510506e-21
2842	5.046404315e-21
2843	5.041138013e-21
2844	5.03677686e-21
2845	5.034806876e-21
2846	5.032864042e-21
2847	5.022155916e-21
2848	5.01832723e-21
2849	5.016142107e-21
2850	5.012174794e-21
2851	5.010319025e-21
2852	5.001031898e-21
2853	4.990958171e-21
2854	4.986415654e-21
2855	4.977948377e-21
2856	4.974079004e-21
2857	4.972055566e-21
2858	4.967483412e-21
2859	4.962901599e-21
2860	4.951289356e-21
2861	4.947158245e-21
2862	4.939543948e-21
2863	4.934698405e-21
2864	4.932379923e-21
2865	4.92473399e-21
2866	4.923498611e-21
2867	4.916089622e-21
2868	4.91280295e-21
2869	4.910507565e-21
2870	4.902378838e-21
2871	4.892861749e-21
2872	4.885050175e-21
2873	4.881082052e-21
2874	4.876787968e-21
2875	4.872478665e-21
2876	4.865095126e-21
2877	4.861239432e-21
2878	4.858992402e-21
2879	4.855973523e-21
2880	4.853989646e-21
2881	4.852412657e-21
2882	4.841783233e-21
2883	4.833104756e-21
2884	4.830587473e-21
2885	4.8263381e-21
2886	4.820108496e-21
2887	4.815610064e-21
2888	4.812669597e-21
2889	4.807252335e-21
2890	4.798921798e-21
2891	4.793411065e-21
2892	4.784469043e-21
2893	4.773812516e-21
2894	4.766591806e-21
2895	4.762558637e-21
2896	4.751278815e-21
2897	4.746130248e-21
2898	4.743856927e-21
2899	4.74099111e-21
2900	4.734144969e-21
2901	4.728332927e-21
2902	4.72601978e-21
2903	4.718237948e-21
2904	4.713262425e-21
2905	4.710245411e-21
2906	4.708260447e-21
2907	4.704060326e-21
2908	4.702703161e-21
2909	4.694410151e-21
2910	4.685111591e-21
2911	4.682218428e-21
2912	4.680680335e-21
2913	4.673656075e-21
2914	4.663374627e-21
2915	4.660303749e-21
2916	4.656196388e-21
2917	4.650166634e-21
2918	4.642500442e-21
2919	4.640374974e-21
2920	4.636823844e-21
2921	4.629896041e-21
2922	4.627851329e-21
2923	4.621312197e-21
2924	4.617848756e-21
2925	4.614417615e-21
2926	4.610105359e-21
2927	4.608795356e-21
2928	4.604199298e-21
2929	4.598670112e-21
2930	4.586298708e-21
2931	4.581912796e-21
2932	4.578240852e-21
2933	4.575621143e-21
2934	4.574289417e-21
2935	4.571172827e-21
2936	4.564064812e-21
2937	4.554724962e-21
2938	4.550924743e-21
2939	4.549792095e-21
2940	4.546809072e-21
2941	4.544671551e-21
2942	4.54100082e-21
2943	4.531408333e-21
2944	4.529342355e-21
2945	4.52618117e-21
2946	4.522476954e-21
2947	4.517532787e-21
2948	4.513357764e-21
2949	4.508338377e-21
2950	4.505855437e-21
2951	4.501599112e-21
2952	4.496328328e-21
2953	4.493821962e-21
2954	4.491947101e-21
2955	4.482600753e-21
2956	4.477242301e-21
2957	4.466980573e-21
2958	4.464787739e-21
2959	4.457356271e-21
2960	4.446579765e-21
2961	4.44635247e-21
2962	4.439268492e-21
2963	4.433981467e-21
2964	4.427070183e-21
2965	4.423855633e-21
2966	4.415767976e-21
2967	4.411284197e-21
2968	4.409447986e-21
2969	4.402196139e-21
2970	4.401380014e-21
2971	4.399253339e-21
2972	4.389236966e-21
2973	4.388961486e-21
2974	4.381464422e-21
2975	4.379148317e-21
2976	4.372170503e-21
2977	4.368191116e-21
2978	4.361001858e-21
2979	4.359383929e-21
2980	4.35204282e-21
2981	4.350858045e-21
2982	4.347440412e-21
2983	4.346524675e-21
2984	4.338834882e-21
2985	4.336012171e-21
2986	4.331655036e-21
2987	4.325756271e-21
2988	4.314824029e-21
2989	4.311198497e-21
2990	4.303022325e-21
2991	4.301625154e-21
2992	4.294375408e-21
2993	4.2908061e-21
2994	4.284207499e-21
2995	4.282481727e-21
2996	4.278046221e-21
2997	4.273975053e-21
2998	4.264669828e-21
2999	4.261854233e-21
3000	4.253170823e-21
3001	4.246820592e-21
3002	4.243431209e-21
3003	4.235486458e-21
3004	4.230637141e-21
3005	4.222221475e-21
3006	4.215991957e-21
3007	4.212039217e-21
3008	4.202173595e-21
3009	4.197304598e-21
3010	4.189733856e-21
3011	4.189369417e-21
3012	4.188575025e-21
3013	4.184122901e-21
3014	4.176782956e-21
3015	4.166262182e-21
3016	4.164395804e-21
3017	4.160129864e-21
3018	4.15101774e-21
3019	4.145714163e-21
3020	4.13964445e-21
3021	4.139294175e-21
3022	4.135906194e-21
3023	4.133964871e-21
3024	4.132626242e-21
3025	4.125676076e-21
3026	4.117538086e-21
3027	4.114089903e-21
3028	4.106531248e-21
3029	4.101203476e-21
3030	4.097637775e-21
3031	4.091951818e-21
3032	4.085259542e-21
3033	4.078008296e-21
3034	4.06813166e-21
3035	4.066479894e-21
3036	4.064821882e-21
3037	4.062938426e-21
3038	4.057865539e-21
3039	4.055743291e-21
3040	4.050555319e-21
3041	4.047617612e-21
3042	4.044583633e-21
3043	4.041263439e-21
3044	4.040370843e-21
3045	4.031217732e-21
3046	4.022752437e-21
3047	4.020368806e-21
3048	4.019192531e-21
3049	4.017728894e-21
3050	4.010142521e-21
3051	4.007188221e-21
3052	4.001935361e-21
3053	3.996477604e-21
3054	3.991815505e-21
3055	3.988985871e-21
3056	3.98581838e-21
3057	3.982568286e-21
3058	3.978663199e-21
3059	3.976346875e-21
3060	3.970847285e-21
3061	3.969393512e-21
3062	3.966709405e-21
3063	3.960346826e-21
3064	3.957084374e-21
3065	3.953164327e-21
3066	3.949373249e-21
3067	3.945581381e-21
3068	3.94002216e-21
3069	3.938160195e-21
3070	3.931925325e-21
3071	3.926454427e-21
3072	3.924807674e-21
3073	3.920729966e-21
3074	3.913238909e-21
3075	3.909107442e-21
3076	3.90643091e-21
3077	3.903765891e-21
3078	3.901145987e-21
3079	3.900311716e-21
3080	3.892769383e-21
3081	3.888590168e-21
3082	3.884570082e-21
3083	3.879056959e-21
3084	3.872012068e-21
3085	3.869522899e-21
3086	3.868051291e-21
3087	3.866582713e-21
3088	3.862646009e-21
3089	3.85821233e-21
3090	3.856491272e-21
3091	3.855256502e-21
3092	3.852783492e-21
3093	3.851001824e-21
3094	3.848798271e-21
3095	3.843486273e-21
3096	3.833365633e-21
3097	3.829784623e-21
3098	3.826786711e-21
3099	3.823066958e-21
3100	3.821580157e-21
3101	3.816938632e-21
3102	3.815806585e-21
3103	3.811930518e-21
3104	3.809744764e-21
3105	3.801335425e-21
3106	3.795292535e-21
3107	3.791189721e-21
3108	3.786962621e-21
3109	3.783116136e-21
3110	3.78189048e-21
3111	3.775860252e-21
3112	3.774193893e-21
3113	3.771975013e-21
3114	3.77148517e-21
3115	3.768761392e-21
3116	3.767199871e-21
3117	3.763603865e-21
3118	3.761233472e-21
3119	3.759250349e-21
3120	3.75116082e-21
3121	3.747721736e-21
3122	3.746719633e-21
3123	3.746162331e-21
3124	3.745172225e-21
3125	3.740577963e-21
3126	3.737913582e-21
3127	3.736115438e-21
3128	3.732078133e-21
3129	3.723841386e-21
3130	3.7224214e-21
3131	3.717729593e-21
3132	3.712588713e-21
3133	3.709965776e-21
3134	3.701846657e-21
3135	3.69824612e-21
3136	3.696233702e-21
3137	3.69356075e-21
3138	3.69026427e-21
3139	3.685851789e-21
3140	3.681878705e-21
3141	3.679403747e-21
3142	3.670010432e-21
3143	3.665857637e-21
3144	3.664208563e-21
3145	3.660723687e-21
3146	3.657713502e-21
3147	3.648745921e-21
3148	3.647031407e-21
3149	3.639020902e-21
3150	3.636505499e-21
3151	3.63374925e-21
3152	3.631709704e-21
3153	3.630318235e-21
3154	3.627029231e-21
3155	3.625578367e-21
3156	3.622833547e-21
3157	3.618672559e-21
3158	3.616093361e-21
3159	3.615043805e-21
3160	3.614520068e-21
3161	3.612483577e-21
3162	3.610365813e-21
3163	3.607356553e-21
3164	3.599526824e-21
3165	3.59391239e-21
3166	3.585985176e-21
3167	3.585673114e-21
3168	3.580386776e-21
3169	3.57590384e-21
3170	3.5738402e-21
3171	3.569138871e-21
3172	3.561679269e-21
3173	3.559900177e-21
3174	3.555719965e-21
3175	3.552597033e-21
3176	3.549307795e-21
3177	3.548299827e-21
3178	3.541900394e-21
3179	3.538612495e-21
3180	3.534329403e-21
3181	3.528970098e-21
3182	3.525515705e-21
3183	3.52110495e-21
3184	3.515483834e-21
3185	3.511576242e-21
3186	3.508809857e-21
3187	3.502792202e-21
3188	3.500033429e-21
3189	3.495834592e-21
3190	3.493625622e-21
3191	3.488376414e-21
3192	3.487048915e-21
3193	3.484989762e-21
3194	3.47774537e-21
3195	3.477519386e-21
3196	3.475447832e-21
3197	3.472635164e-21
3198	3.470802261e-21
3199	3.461886071e-21
3200	3.451079339e-21
3201	3.448377165e-21
3202	3.445268684e-21
3203	3.444949768e-21
3204	3.440799625e-21
3205	3.436728556e-21
3206	3.435063901e-21
3207	3.434267689e-21
3208	3.431802281e-21
3209	3.426861738e-21
3210	3.421693797e-21
3211	3.419235154e-21
3212	3.417705603e-21
3213	3.416406007e-21
3214	3.412982391e-21
3215	3.405458265e-21
3216	3.405046922e-21
3217	3.403416019e-21
3218	3.401803263e-21
3219	3.399843624e-21
3220	3.394643125e-21
3221	3.390938888e-21
3222	3.388772284e-21
3223	3.386245988e-21
3224	3.382847571e-21
3225	3.379296377e-21
3226	3.372964941e-21
3227	3.367701451e-21
3228	3.360119994e-21
3229	3.358644858e-21
3230	3.354565657e-21
3231	3.35208605e-21
3232	3.348999972e-21
3233	3.348617343e-21
3234	3.340513449e-21
3235	3.337367082e-21
3236	3.334826649e-21
3237	3.330278045e-21
3238	3.32928229e-21
3239	3.322399032e-21
3240	3.32005337e-21
3241	3.317146207e-21
3242	3.315679627e-21
3243	3.307289011e-21
3244	3.300853744e-21
3245	3.299035206e-21
3246	3.298040348e-21
3247	3.294454251e-21
3248	3.291532193e-21
3249	3.290307641e-21
3250	3.288319907e-21
3251	3.285500283e-21
3252	3.277818404e-21
3253	3.273462422e-21
3254	3.270523945e-21
3255	3.269555764e-21
3256	3.268104402e-21
3257	3.267474805e-21
3258	3.263613712e-21
3259	3.258031557e-21
3260	3.256732726e-21
3261	3.250042673e-21
3262	3.245671203e-21
3263	3.241755448e-21
3264	3.235820453e-21
3265	3.233111805e-21
3266	3.230085053e-21
3267	3.228604084e-21
3268	3.226849805e-21
3269	3.22214326e-21
3270	3.215033387e-21
3271	3.213324715e-21
3272	3.211561689e-21
3273	3.205708093e-21
3274	3.203468292e-21
3275	3.199033426e-21
3276	3.197672545e-21
3277	3.196224617e-21
3278	3.18942889e-21
3279	3.18803219e-21
3280	3.186952144e-21
3281	3.183210157e-21
3282	3.182983968e-21
3283	3.180366685e-21
3284	3.177827637e-21
3285	3.176565583e-21
3286	3.174054803e-21
3287	3.167526948e-21
3288	3.166564494e-21
3289	3.165914104e-21
3290	3.162483785e-21
3291	3.155963982e-21
3292	3.154416691e-21
3293	3.151588304e-21
3294	3.147795294e-21
3295	3.146429862e-21
3296	3.143417476e-21
3297	3.140893824e-21
3298	3.140294485e-21
3299	3.132958938e-21
3300	3.130567868e-21
3301	3.127965006e-21
3302	3.125535969e-21
3303	3.119925736e-21
3304	3.117432187e-21
3305	3.111677095e-21
3306	3.104989333e-21
3307	3.096335783e-21
3308	3.092728727e-21
3309	3.090355291e-21
3310	3.089401568e-21
3311	3.084233657e-21
3312	3.080452344e-21
3313	3.073824992e-21
3314	3.070727154e-21
3315	3.064973826e-21
3316	3.062718627e-21
3317	3.057022727e-21
3318	3.055443175e-21
3319	3.053155688e-21
3320	3.052717321e-21
3321	3.05125817e-21
3322	3.047404795e-21
3323	3.045262985e-21
3324	3.039498868e-21
3325	3.038611682e-21
3326	3.036519164e-21
3327	3.034534888e-21
3328	3.032168144e-21
3329	3.030057049e-21
3330	3.026463838e-21
3331	3.020017486e-21
3332	3.019640286e-21
3333	3.018530777e-21
3334	3.01789385e-21
3335	3.016800724e-21
3336	3.013698558e-21
3337	3.007653312e-21
3338	3.005904693e-21
3339	3.002707577e-21
3340	3.000209423e-21
3341	2.99667733e-21
3342	2.99264716e-21
3343	2.990557537e-21
3344	2.98843764e-21
3345	2.985210569e-21
3346	2.978969376e-21
3347	2.974154081e-21
3348	2.973281123e-21
3349	2.970061242e-21
3350	2.962371843e-21
3351	2.959133123e-21
3352	2.957146667e-21
3353	2.953379457e-21
3354	2.950162837e-21
3355	2.948501853e-21
3356	2.947615471e-21
3357	2.944575705e-21
3358	2.943559264e-21
3359	2.941096259e-21
3360	2.940586736e-21
3361	2.936976345e-21
3362	2.933125124e-21
3363	2.927603531e-21
3364	2.924795697e-21
3365	2.924176571e-21
3366	2.922104163e-21
3367	2.914778452e-21
3368	2.913326215e-21
3369	2.910281887e-21
3370	2.910029365e-21
3371	2.904062663e-21
3372	2.901136283e-21
3373	2.899940852e-21
3374	2.897813247e-21
3375	2.895221895e-21
3376	2.889676185e-21
3377	2.887337509e-21
3378	2.885157399e-21
3379	2.880627735e-21
3380	2.877409434e-21
3381	2.875227643e-21
3382	2.872913955e-21
3383	2.869684749e-21
3384	2.867931436e-21
3385	2.865613826e-21
3386	2.862935816e-21
3387	2.862553334e-21
3388	2.860105237e-21
3389	2.85889642e-21
3390	2.857672219e-21
3391	2.851192954e-21
3392	2.849650187e-21
3393	2.847102609e-21
3394	2.846027496e-21
3395	2.843428305e-21
3396	2.842534629e-21
3397	2.838915384e-21
3398	2.837811083e-21
3399	2.83469164e-21
3400	2.830289734e-21
3401	2.822981552e-21
3402	2.820882815e-21
3403	2.820178026e-21
3404	2.819154234e-21
3405	2.816969572e-21
3406	2.815738398e-21
3407	2.812025904e-21
3408	2.809147405e-21
3409	2.805538742e-21
3410	2.803920684e-21
3411	2.801593168e-21
3412	2.798412412e-21
3413	2.796116732e-21
3414	2.791929498e-21
3415	2.783989454e-21
3416	2.78114094e-21
3417	2.778686324e-21
3418	2.777333808e-21
3419	2.776419845e-21
3420	2.773638762e-21
3421	2.771661814e-21
3422	2.770409255e-21
3423	2.765233926e-21
3424	2.763079054e-21
3425	2.761744183e-21
3426	2.758779474e-21
