iter	Passed	Remaining
1672	21766	108338
1673	21777	108315
1674	21788	108292
1675	21799	108270
1676	21810	108248
1677	21822	108230
1678	21834	108209
1679	21845	108187
1680	21857	108168
1681	21868	108146
1682	21885	108153
1683	21902	108161
1684	21916	108152
1685	21929	108138
1686	21940	108117
1687	21953	108101
1688	21965	108087
1689	21979	108076
1690	21991	108059
1691	22003	108040
1692	22014	108019
1693	22026	107998
1694	22037	107976
1695	22048	107956
1696	22060	107936
1697	22071	107913
1698	22087	107917
1699	22105	107927
1700	22118	107914
1701	22131	107900
1702	22142	107878
1703	22154	107858
1704	22166	107842
1705	22178	107824
1706	22191	107811
1707	22203	107794
1708	22215	107774
1709	22226	107754
1710	22238	107735
1711	22249	107713
1712	22260	107691
1713	22272	107670
1714	22289	107677
1715	22310	107702
1716	22324	107696
1717	22339	107690
1718	22351	107676
1719	22363	107658
1720	22377	107650
1721	22391	107642
1722	22405	107633
1723	22419	107624
1724	22431	107608
1725	22444	107593
1726	22458	107585
1727	22471	107570
1728	22483	107554
1729	22496	107541
1730	22513	107545
1731	22530	107550
1732	22544	107546
1733	22557	107532
1734	22569	107516
1735	22581	107498
1736	22593	107480
1737	22606	107465
1738	22619	107451
1739	22633	107442
1740	22643	107417
1741	22655	107397
1742	22666	107377
1743	22677	107355
1744	22689	107334
1745	22701	107320
1746	22713	107300
1747	22732	107316
1748	22749	107322
1749	22761	107306
1750	22774	107293
1751	22787	107278
1752	22800	107265
1753	22813	107250
1754	22826	107238
1755	22840	107230
1756	22852	107214
1757	22864	107193
1758	22874	107169
1759	22888	107158
1760	22899	107139
1761	22910	107117
1762	22922	107097
1763	22935	107083
1764	22953	107095
1765	22970	107101
1766	22985	107094
1767	22996	107076
1768	23007	107053
1769	23021	107041
1770	23033	107025
1771	23045	107010
1772	23058	106996
1773	23071	106979
1774	23082	106960
1775	23094	106941
1776	23105	106922
1777	23117	106901
1778	23128	106880
1779	23139	106859
1780	23159	106876
1781	23174	106874
1782	23188	106866
1783	23200	106848
1784	23211	106826
1785	23223	106809
1786	23236	106793
1787	23249	106781
1788	23262	106769
1789	23276	106758
1790	23292	106761
1791	23304	106743
1792	23317	106728
1793	23329	106711
1794	23341	106693
1795	23359	106702
1796	23374	106699
1797	23387	106687
1798	23401	106679
1799	23414	106664
1800	23425	106642
1801	23438	106632
1802	23453	106625
1803	23466	106612
1804	23479	106600
1805	23490	106580
1806	23502	106560
1807	23514	106544
1808	23526	106525
1809	23537	106505
1810	23550	106488
1811	23565	106487
1812	23582	106490
1813	23598	106490
1814	23610	106477
1815	23623	106462
1816	23634	106440
1817	23647	106427
1818	23660	106413
1819	23672	106397
1820	23685	106381
1821	23697	106366
1822	23711	106355
1823	23723	106339
1824	23735	106319
1825	23746	106299
1826	23758	106280
1827	23769	106262
1828	23788	106274
1829	23805	106281
1830	23819	106271
1831	23832	106257
1832	23843	106237
1833	23856	106221
1834	23867	106202
1835	23879	106184
1836	23894	106177
1837	23907	106163
1838	23918	106144
1839	23929	106121
1840	23941	106104
1841	23953	106086
1842	23964	106066
1843	23976	106048
1844	23992	106048
1845	24009	106054
1846	24023	106046
1847	24037	106037
1848	24050	106020
1849	24061	106000
1850	24073	105982
1851	24086	105971
1852	24099	105958
1853	24113	105947
1854	24124	105927
1855	24136	105908
1856	24147	105889
1857	24159	105870
1858	24170	105849
1859	24182	105829
1860	24197	105828
1861	24216	105838
1862	24229	105824
1863	24242	105813
1864	24254	105795
1865	24273	105807
1866	24288	105803
1867	24301	105793
1868	24315	105782
1869	24327	105767
1870	24339	105749
1871	24351	105729
1872	24364	105720
1873	24376	105701
1874	24389	105685
1875	24400	105667
1876	24412	105648
1877	24429	105654
1878	24445	105654
1879	24459	105644
1880	24472	105629
1881	24484	105612
1882	24496	105597
1883	24509	105584
1884	24522	105568
1885	24535	105556
1886	24547	105541
1887	24558	105518
1888	24571	105506
1889	24583	105488
1890	24594	105466
1891	24605	105446
1892	24623	105452
1893	24639	105453
1894	24652	105441
1895	24668	105438
1896	24679	105417
1897	24691	105401
1898	24704	105387
1899	24716	105372
1900	24731	105367
1901	24743	105348
1902	24754	105327
1903	24765	105307
1904	24777	105287
1905	24788	105267
1906	24800	105248
1907	24811	105229
1908	24823	105209
1909	24838	105207
1910	24856	105214
1911	24870	105205
1912	24884	105197
1913	24897	105185
1914	24909	105168
1915	24922	105152
1916	24934	105137
1917	24947	105124
1918	24960	105111
1919	24971	105089
1920	24983	105072
1921	24996	105059
1922	25008	105038
1923	25020	105023
1924	25032	105005
1925	25048	105006
1926	25065	105008
1927	25078	104994
1928	25090	104981
1929	25101	104959
1930	25113	104942
1931	25127	104930
1932	25140	104918
1933	25151	104899
1934	25166	104891
1935	25177	104870
1936	25189	104852
1937	25200	104831
1938	25211	104813
1939	25223	104794
1940	25235	104779
1941	25248	104763
1942	25266	104772
1943	25286	104786
1944	25301	104782
1945	25316	104776
1946	25328	104762
1947	25342	104753
1948	25356	104742
1949	25369	104731
1950	25383	104719
1951	25397	104711
1952	25411	104703
1953	25423	104688
1954	25436	104673
1955	25448	104655
1956	25463	104652
1957	25484	104672
1958	25499	104667
1959	25512	104655
1960	25528	104650
1961	25541	104637
1962	25554	104625
1963	25567	104613
1964	25579	104595
1965	25592	104582
1966	25605	104569
1967	25615	104543
1968	25627	104527
1969	25640	104516
1970	25652	104495
1971	25663	104476
1972	25675	104459
1973	25696	104478
1974	25711	104473
1975	25724	104461
1976	25737	104446
1977	25748	104426
1978	25760	104409
1979	25773	104394
1980	25785	104379
1981	25798	104366
1982	25809	104344
1983	25821	104326
1984	25833	104308
1985	25844	104289
1986	25857	104274
1987	25868	104255
1988	25879	104234
1989	25894	104230
1990	25912	104237
1991	25926	104225
1992	25939	104214
1993	25950	104191
1994	25962	104175
1995	25975	104162
1996	25989	104153
1997	26002	104141
1998	26013	104120
1999	26024	104098
2000	26036	104081
2001	26048	104062
2002	26059	104043
2003	26071	104026
2004	26083	104009
2005	26096	103994
2006	26107	103974
2007	26126	103985
2008	26142	103983
2009	26155	103971
2010	26167	103955
2011	26179	103936
2012	26191	103919
2013	26204	103905
2014	26217	103892
2015	26229	103878
2016	26241	103861
2017	26258	103862
2018	26270	103845
2019	26283	103831
2020	26296	103817
2021	26307	103796
2022	26320	103784
2023	26335	103781
2024	26354	103789
2025	26369	103785
2026	26384	103782
2027	26397	103766
2028	26410	103754
2029	26422	103738
2030	26435	103723
2031	26449	103713
2032	26462	103701
2033	26475	103689
2034	26487	103673
2035	26500	103657
2036	26512	103641
2037	26523	103620
2038	26534	103602
2039	26552	103605
2040	26568	103606
2041	26582	103594
2042	26595	103582
2043	26606	103563
2044	26618	103544
2045	26631	103531
2046	26644	103519
2047	26657	103504
2048	26668	103484
2049	26679	103466
2050	26692	103449
2051	26703	103429
2052	26714	103411
2053	26726	103394
2054	26737	103372
2055	26748	103351
2056	26761	103337
2057	26779	103346
2058	26797	103351
2059	26812	103346
2060	26825	103330
2061	26837	103315
2062	26849	103296
2063	26861	103279
2064	26873	103265
2065	26886	103251
2066	26898	103234
2067	26909	103215
2068	26921	103197
2069	26933	103178
2070	26944	103160
2071	26955	103140
2072	26969	103130
2073	26986	103132
2074	27000	103123
2075	27014	103112
2076	27027	103099
2077	27039	103082
2078	27052	103070
2079	27064	103053
2080	27077	103040
2081	27089	103024
2082	27101	103006
2083	27112	102985
2084	27123	102964
2085	27134	102945
2086	27146	102925
2087	27157	102907
2088	27168	102886
2089	27180	102868
2090	27195	102865
2091	27212	102864
2092	27225	102853
2093	27244	102862
2094	27257	102849
2095	27270	102836
2096	27284	102829
2097	27297	102814
2098	27311	102803
2099	27323	102790
2100	27337	102778
2101	27349	102761
2102	27360	102741
2103	27372	102725
2104	27386	102715
2105	27405	102725
2106	27423	102730
2107	27437	102722
2108	27449	102705
2109	27461	102688
2110	27475	102677
2111	27488	102664
2112	27501	102651
2113	27514	102639
2114	27526	102622
2115	27539	102609
2116	27552	102597
2117	27564	102580
2118	27575	102559
2119	27586	102538
2120	27598	102521
2121	27612	102512
2122	27628	102511
2123	27644	102508
2124	27657	102497
2125	27669	102478
2126	27681	102460
2127	27693	102443
2128	27705	102427
2129	27717	102412
2130	27729	102396
2131	27741	102376
2132	27752	102358
2133	27763	102337
2134	27774	102317
2135	27786	102300
2136	27797	102281
2137	27808	102259
2138	27819	102239
2139	27836	102240
2140	27853	102241
2141	27867	102233
2142	27882	102226
2143	27893	102208
2144	27906	102195
2145	27919	102179
2146	27932	102167
2147	27944	102149
2148	27955	102131
2149	27966	102110
2150	27979	102096
2151	27991	102080
2152	28002	102060
2153	28013	102041
2154	28025	102024
2155	28043	102028
2156	28061	102033
2157	28074	102019
2158	28086	102003
2159	28099	101989
2160	28111	101973
2161	28124	101962
2162	28137	101947
2163	28150	101933
2164	28162	101918
2165	28173	101899
2166	28184	101877
2167	28196	101860
2168	28208	101843
2169	28219	101823
2170	28235	101821
2171	28247	101805
2172	28264	101806
2173	28282	101813
2174	28297	101804
2175	28310	101793
2176	28323	101779
2177	28334	101759
2178	28347	101746
2179	28361	101735
2180	28375	101726
2181	28389	101716
2182	28400	101699
2183	28414	101687
2184	28426	101672
2185	28439	101658
2186	28451	101641
2187	28463	101627
2188	28477	101615
2189	28496	101622
2190	28512	101620
2191	28526	101611
2192	28537	101593
2193	28548	101572
2194	28561	101559
2195	28573	101544
2196	28586	101530
2197	28599	101517
2198	28612	101502
2199	28623	101484
2200	28635	101465
2201	28646	101445
2202	28658	101429
2203	28669	101410
2204	28687	101413
2205	28704	101416
2206	28717	101401
2207	28730	101388
2208	28742	101373
2209	28754	101355
2210	28766	101339
2211	28778	101324
2212	28791	101311
2213	28803	101293
2214	28815	101275
2215	28827	101258
2216	28838	101241
2217	28850	101222
2218	28860	101201
2219	28872	101183
2220	28889	101184
2221	28906	101187
2222	28919	101174
2223	28934	101167
2224	28945	101147
2225	28957	101128
2226	28969	101113
2227	28982	101101
2228	28995	101086
2229	29008	101073
2230	29019	101054
2231	29031	101036
2232	29042	101018
2233	29054	101002
2234	29065	100982
2235	29076	100962
2236	29094	100966
2237	29111	100967
2238	29124	100952
2239	29138	100943
2240	29150	100926
2241	29162	100910
2242	29174	100894
2243	29186	100879
2244	29200	100867
2245	29214	100858
2246	29230	100854
2247	29242	100840
2248	29255	100827
2249	29267	100811
2250	29280	100796
2251	29291	100776
2252	29309	100779
2253	29325	100778
2254	29339	100770
2255	29354	100762
2256	29366	100746
2257	29381	100738
2258	29397	100737
2259	29413	100735
2260	29429	100730
2261	29442	100718
2262	29454	100703
2263	29468	100692
2264	29482	100682
2265	29494	100666
2266	29506	100649
2267	29525	100658
2268	29545	100666
2269	29558	100653
2270	29570	100638
2271	29583	100626
2272	29597	100614
2273	29609	100600
2274	29622	100586
2275	29635	100574
2276	29647	100556
2277	29659	100540
2278	29669	100518
2279	29681	100501
2280	29693	100484
2281	29704	100465
2282	29724	100473
2283	29739	100470
2284	29751	100453
2285	29765	100442
2286	29777	100424
2287	29790	100411
2288	29802	100395
2289	29815	100381
2290	29828	100370
2291	29839	100350
2292	29850	100329
2293	29862	100313
2294	29873	100293
2295	29884	100273
2296	29896	100257
2297	29907	100239
2298	29925	100243
2299	29941	100238
2300	29953	100224
2301	29966	100209
2302	29978	100193
2303	29991	100178
2304	30003	100164
2305	30016	100150
2306	30029	100137
2307	30040	100118
2308	30050	100095
2309	30062	100078
2310	30075	100064
2311	30087	100047
2312	30098	100029
2313	30110	100012
2314	30126	100010
2315	30143	100009
2316	30156	99996
2317	30169	99984
2318	30181	99968
2319	30194	99955
2320	30212	99957
2321	30227	99952
2322	30240	99938
2323	30253	99924
2324	30265	99908
2325	30277	99892
2326	30290	99879
2327	30302	99863
2328	30313	99844
2329	30325	99828
2330	30338	99813
2331	30358	99823
2332	30376	99826
2333	30390	99815
2334	30403	99804
2335	30415	99786
2336	30428	99773
2337	30441	99761
2338	30454	99748
2339	30467	99735
2340	30479	99719
2341	30491	99702
2342	30502	99683
2343	30514	99667
2344	30525	99648
2345	30537	99630
2346	30548	99612
2347	30563	99604
2348	30580	99605
2349	30594	99595
2350	30608	99583
2351	30619	99566
2352	30631	99549
2353	30644	99534
2354	30656	99518
2355	30669	99506
2356	30681	99490
2357	30694	99476
2358	30705	99458
2359	30716	99439
2360	30729	99425
2361	30740	99405
2362	30758	99410
2363	30774	99406
2364	30788	99394
2365	30801	99380
2366	30813	99365
2367	30824	99347
2368	30837	99332
2369	30850	99320
2370	30862	99304
2371	30873	99283
2372	30884	99266
2373	30896	99248
2374	30907	99228
2375	30918	99210
2376	30930	99194
2377	30942	99176
2378	30958	99173
2379	30975	99174
2380	30988	99160
2381	31001	99147
2382	31014	99134
2383	31024	99113
2384	31037	99098
2385	31050	99085
2386	31062	99070
2387	31074	99053
2388	31085	99033
2389	31097	99017
2390	31108	98999
2391	31120	98982
2392	31132	98966
2393	31144	98948
2394	31155	98929
2395	31170	98924
2396	31187	98923
2397	31206	98929
2398	31222	98925
2399	31235	98911
2400	31248	98899
2401	31262	98888
2402	31275	98877
2403	31289	98866
2404	31303	98856
2405	31315	98841
2406	31329	98829
2407	31341	98814
2408	31353	98798
2409	31365	98782
2410	31378	98770
2411	31392	98759
2412	31409	98757
2413	31425	98753
2414	31438	98742
2415	31452	98730
2416	31465	98718
2417	31478	98705
2418	31491	98693
2419	31503	98676
2420	31518	98668
2421	31530	98653
2422	31542	98637
2423	31554	98620
2424	31565	98601
2425	31577	98586
2426	31590	98571
2427	31602	98555
2428	31622	98563
2429	31638	98561
2430	31651	98548
2431	31663	98531
2432	31675	98515
2433	31687	98499
2434	31699	98484
2435	31711	98468
2436	31726	98458
2437	31737	98440
2438	31749	98423
2439	31760	98406
2440	31772	98389
2441	31784	98374
2442	31796	98356
2443	31808	98340
2444	31828	98349
2445	31845	98347
2446	31859	98338
2447	31870	98320
2448	31881	98299
2449	31893	98284
2450	31906	98270
2451	31918	98255
2452	31930	98239
2453	31943	98226
2454	31956	98211
2455	31969	98198
2456	31980	98179
2457	31991	98162
2458	32002	98143
2459	32016	98133
2460	32034	98134
2461	32048	98124
2462	32062	98113
2463	32074	98096
2464	32086	98081
2465	32098	98065
2466	32110	98049
2467	32123	98036
2468	32135	98021
2469	32148	98006
2470	32159	97988
2471	32171	97971
2472	32186	97966
2473	32200	97955
2474	32212	97938
2475	32224	97921
2476	32243	97927
2477	32261	97929
2478	32274	97918
2479	32289	97909
2480	32301	97894
2481	32314	97880
2482	32327	97869
2483	32340	97854
2484	32354	97843
2485	32367	97831
2486	32378	97813
2487	32391	97799
2488	32405	97788
2489	32417	97772
2490	32429	97757
2491	32445	97751
2492	32461	97750
2493	32475	97739
2494	32489	97729
2495	32502	97716
2496	32514	97700
2497	32526	97683
2498	32538	97666
2499	32551	97655
2500	32564	97640
2501	32575	97623
2502	32587	97606
2503	32599	97591
2504	32610	97572
2505	32621	97552
2506	32632	97534
2507	32647	97526
2508	32665	97527
2509	32678	97515
2510	32693	97507
2511	32704	97489
2512	32716	97472
2513	32728	97457
2514	32740	97441
2515	32752	97424
2516	32766	97413
2517	32777	97396
2518	32788	97377
2519	32800	97360
2520	32812	97343
2521	32823	97323
2522	32834	97306
2523	32846	97288
2524	32857	97271
2525	32876	97274
2526	32893	97273
2527	32907	97263
2528	32918	97246
2529	32931	97231
2530	32942	97214
2531	32954	97197
2532	32966	97180
2533	32978	97165
2534	32990	97149
2535	33000	97129
2536	33013	97113
2537	33024	97096
2538	33035	97078
2539	33048	97062
2540	33059	97044
2541	33075	97041
2542	33094	97044
2543	33107	97032
2544	33119	97015
2545	33130	96998
2546	33142	96982
2547	33154	96965
2548	33165	96946
2549	33182	96944
2550	33197	96939
2551	33209	96921
2552	33221	96906
2553	33234	96892
2554	33247	96878
2555	33259	96862
2556	33272	96849
2557	33283	96830
2558	33299	96826
2559	33316	96826
2560	33331	96817
2561	33345	96807
2562	33358	96794
2563	33370	96778
2564	33383	96765
2565	33395	96751
2566	33409	96740
2567	33423	96729
2568	33434	96712
2569	33446	96694
2570	33458	96679
2571	33469	96660
2572	33481	96643
2573	33493	96629
2574	33508	96621
2575	33526	96622
2576	33539	96609
2577	33552	96598
2578	33564	96579
2579	33575	96563
2580	33588	96548
2581	33600	96534
2582	33612	96518
2583	33625	96503
2584	33636	96486
2585	33647	96467
2586	33659	96451
2587	33671	96435
2588	33683	96419
2589	33694	96399
2590	33705	96380
2591	33721	96376
2592	33738	96374
2593	33751	96361
2594	33765	96352
2595	33777	96335
2596	33789	96320
2597	33801	96305
2598	33814	96290
2599	33827	96278
2600	33840	96265
2601	33851	96247
2602	33863	96229
2603	33874	96213
2604	33886	96195
2605	33897	96177
2606	33908	96158
2607	33924	96154
2608	33942	96154
2609	33956	96144
2610	33969	96133
2611	33981	96116
2612	33992	96098
2613	34006	96087
2614	34019	96074
2615	34031	96059
2616	34045	96047
2617	34056	96029
2618	34068	96013
2619	34080	95996
2620	34090	95977
2621	34102	95959
2622	34117	95952
2623	34134	95950
2624	34148	95941
2625	34164	95935
2626	34178	95927
2627	34190	95910
2628	34205	95901
2629	34218	95890
2630	34232	95879
2631	34245	95865
2632	34256	95848
2633	34268	95833
2634	34281	95819
2635	34293	95804
2636	34305	95787
2637	34318	95774
2638	34336	95775
2639	34353	95774
2640	34367	95762
2641	34381	95752
2642	34393	95736
2643	34405	95720
2644	34418	95707
2645	34431	95693
2646	34443	95679
2647	34456	95664
2648	34467	95647
2649	34479	95630
2650	34490	95612
2651	34502	95598
2652	34514	95581
2653	34524	95561
2654	34537	95546
2655	34555	95548
2656	34570	95541
2657	34585	95531
2658	34596	95515
2659	34608	95499
2660	34621	95484
2661	34634	95471
2662	34647	95459
2663	34660	95446
2664	34672	95430
2665	34683	95411
2666	34695	95394
2667	34706	95378
2668	34717	95359
2669	34728	95341
2670	34743	95331
2671	34759	95329
2672	34774	95321
2673	34788	95309
2674	34799	95291
2675	34811	95275
2676	34823	95261
2677	34836	95247
2678	34850	95236
2679	34863	95223
2680	34875	95207
2681	34887	95191
2682	34898	95174
2683	34909	95156
2684	34921	95141
2685	34933	95123
2686	34944	95105
2687	34955	95088
2688	34972	95085
2689	34991	95087
2690	35005	95077
2691	35019	95066
2692	35030	95049
2693	35042	95034
2694	35054	95017
2695	35066	95002
2696	35079	94987
2697	35090	94970
2698	35101	94952
2699	35113	94936
2700	35125	94921
2701	35137	94905
2702	35149	94888
2703	35165	94883
2704	35184	94886
2705	35202	94887
2706	35216	94876
2707	35229	94864
2708	35242	94851
2709	35254	94835
2710	35268	94825
2711	35283	94817
2712	35296	94805
2713	35310	94794
2714	35323	94780
2715	35334	94764
2716	35346	94747
2717	35358	94731
2718	35375	94730
2719	35393	94730
2720	35407	94720
2721	35421	94709
2722	35434	94694
2723	35446	94680
2724	35459	94667
2725	35472	94653
2726	35485	94640
2727	35498	94628
2728	35510	94612
2729	35522	94596
2730	35535	94583
2731	35547	94566
2732	35558	94548
2733	35570	94532
2734	35588	94534
2735	35604	94528
2736	35618	94517
2737	35632	94508
2738	35644	94491
2739	35656	94477
2740	35669	94463
2741	35682	94451
2742	35695	94438
2743	35709	94426
2744	35720	94410
2745	35732	94392
2746	35743	94375
2747	35755	94359
2748	35766	94341
2749	35778	94324
2750	35791	94311
2751	35807	94306
2752	35822	94299
2753	35837	94290
2754	35848	94274
2755	35859	94256
2756	35872	94242
2757	35885	94229
2758	35898	94215
2759	35910	94199
2760	35922	94183
2761	35934	94167
2762	35946	94153
2763	35957	94135
2764	35968	94115
2765	35979	94098
2766	35996	94095
2767	36013	94092
2768	36027	94082
2769	36041	94071
2770	36052	94053
2771	36064	94038
2772	36076	94023
2773	36089	94009
2774	36102	93996
2775	36115	93984
2776	36127	93968
2777	36140	93956
2778	36156	93950
2779	36168	93934
2780	36180	93918
2781	36192	93901
2782	36204	93887
2783	36224	93891
2784	36242	93891
2785	36255	93877
2786	36269	93867
2787	36281	93852
2788	36294	93839
2789	36307	93828
2790	36321	93815
2791	36334	93803
2792	36346	93789
2793	36358	93771
2794	36371	93757
2795	36382	93740
2796	36394	93725
2797	36407	93713
2798	36424	93709
2799	36444	93714
2800	36457	93700
2801	36471	93691
2802	36482	93672
2803	36494	93656
2804	36507	93644
2805	36519	93629
2806	36532	93614
2807	36544	93599
2808	36555	93582
2809	36566	93563
2810	36577	93545
2811	36588	93527
2812	36599	93508
2813	36609	93489
2814	36622	93474
2815	36632	93455
2816	36650	93454
2817	36667	93451
2818	36680	93437
2819	36692	93422
2820	36704	93407
2821	36717	93393
2822	36729	93378
2823	36742	93366
2824	36757	93357
2825	36769	93340
2826	36779	93321
2827	36791	93305
2828	36804	93291
2829	36816	93276
2830	36827	93260
2831	36839	93243
2832	36850	93225
2833	36868	93225
2834	36883	93218
2835	36896	93203
2836	36908	93189
2837	36920	93171
2838	36932	93156
2839	36944	93140
2840	36957	93129
2841	36970	93116
2842	36982	93098
2843	36992	93080
2844	37004	93064
2845	37015	93047
2846	37027	93030
2847	37039	93013
2848	37050	92996
2849	37065	92989
2850	37083	92987
2851	37096	92975
2852	37109	92961
2853	37120	92943
2854	37134	92933
2855	37150	92927
2856	37163	92914
2857	37175	92899
2858	37189	92888
2859	37201	92874
2860	37213	92857
2861	37225	92842
2862	37237	92828
2863	37249	92812
2864	37262	92798
2865	37274	92781
2866	37290	92778
2867	37307	92773
2868	37321	92763
2869	37335	92754
2870	37347	92738
2871	37361	92726
2872	37374	92713
2873	37386	92698
2874	37400	92687
2875	37412	92673
2876	37424	92656
2877	37435	92639
2878	37447	92624
2879	37458	92605
2880	37469	92587
2881	37481	92571
2882	37492	92554
2883	37511	92555
2884	37528	92553
2885	37542	92541
2886	37554	92525
2887	37565	92509
2888	37577	92494
2889	37590	92480
2890	37603	92466
2891	37616	92454
2892	37630	92443
2893	37642	92427
2894	37653	92411
2895	37665	92395
2896	37676	92376
2897	37687	92359
2898	37700	92345
2899	37717	92342
2900	37734	92338
2901	37746	92324
2902	37760	92314
2903	37772	92297
2904	37784	92283
2905	37798	92272
2906	37811	92260
2907	37825	92247
2908	37835	92228
2909	37847	92212
2910	37859	92196
2911	37870	92180
2912	37881	92162
2913	37893	92145
2914	37905	92129
2915	37922	92127
2916	37939	92123
2917	37952	92111
2918	37964	92096
2919	37976	92079
2920	37988	92065
2921	38000	92049
2922	38012	92032
2923	38025	92020
2924	38036	92003
2925	38048	91986
2926	38059	91968
2927	38070	91951
2928	38081	91934
2929	38092	91917
2930	38104	91900
2931	38115	91881
2932	38138	91894
2933	38158	91897
2934	38172	91888
2935	38188	91880
2936	38200	91864
2937	38212	91849
2938	38226	91839
2939	38239	91827
2940	38253	91815
2941	38266	91802
2942	38277	91786
2943	38291	91774
2944	38303	91760
2945	38316	91745
2946	38327	91728
2947	38339	91713
2948	38355	91708
2949	38375	91711
2950	38389	91701
2951	38404	91691
2952	38416	91675
2953	38427	91658
2954	38440	91644
2955	38454	91634
2956	38466	91620
2957	38479	91607
2958	38491	91591
2959	38503	91576
2960	38515	91559
2961	38525	91541
2962	38542	91537
2963	38560	91534
2964	38574	91524
2965	38586	91510
2966	38598	91495
2967	38610	91479
2968	38624	91467
2969	38637	91454
2970	38649	91440
2971	38661	91423
2972	38673	91408
2973	38684	91391
2974	38695	91374
2975	38707	91358
2976	38719	91343
2977	38730	91325
2978	38741	91307
2979	38755	91297
2980	38773	91295
2981	38787	91284
2982	38801	91274
2983	38812	91256
2984	38823	91238
2985	38836	91224
2986	38848	91209
2987	38860	91195
2988	38872	91179
2989	38884	91164
2990	38896	91147
2991	38905	91127
2992	38918	91113
2993	38930	91097
2994	38940	91077
2995	38952	91063
2996	38964	91047
2997	38983	91047
2998	39000	91045
2999	39014	91034
3000	39027	91020
3001	39038	91003
3002	39051	90989
3003	39065	90978
3004	39077	90965
3005	39090	90951
3006	39102	90935
3007	39120	90935
3008	39134	90923
3009	39147	90911
3010	39161	90898
3011	39173	90884
3012	39188	90876
3013	39208	90880
3014	39223	90870
3015	39237	90861
3016	39251	90848
3017	39264	90837
3018	39278	90825
3019	39290	90811
3020	39304	90800
3021	39319	90790
3022	39332	90777
3023	39344	90763
3024	39357	90749
3025	39368	90732
3026	39380	90716
3027	39392	90702
3028	39410	90700
3029	39428	90697
3030	39442	90687
3031	39455	90674
3032	39466	90658
3033	39479	90643
3034	39491	90629
3035	39504	90616
3036	39517	90603
3037	39529	90586
3038	39541	90570
3039	39552	90555
3040	39563	90537
3041	39576	90524
3042	39587	90507
3043	39599	90489
3044	39619	90494
3045	39634	90484
3046	39646	90470
3047	39661	90460
3048	39672	90444
3049	39684	90429
3050	39698	90417
3051	39710	90402
3052	39724	90390
3053	39736	90375
3054	39746	90356
3055	39758	90340
3056	39770	90326
3057	39782	90310
3058	39793	90292
3059	39804	90276
3060	39823	90276
3061	39839	90270
3062	39852	90257
3063	39864	90240
3064	39876	90225
3065	39888	90211
3066	39901	90198
3067	39913	90182
3068	39927	90172
3069	39939	90157
3070	39951	90140
3071	39962	90122
3072	39973	90106
3073	39985	90091
3074	39996	90073
3075	40007	90056
3076	40019	90039
3077	40036	90037
3078	40054	90035
3079	40068	90023
3080	40080	90009
3081	40092	89992
3082	40108	89987
3083	40123	89978
3084	40137	89967
3085	40151	89956
3086	40163	89942
3087	40176	89927
3088	40188	89914
3089	40201	89900
3090	40214	89886
3091	40225	89870
3092	40244	89869
3093	40260	89864
3094	40273	89849
3095	40287	89839
3096	40299	89825
3097	40310	89808
3098	40323	89793
3099	40336	89781
3100	40350	89769
3101	40364	89759
3102	40376	89744
3103	40388	89728
3104	40401	89715
3105	40413	89700
3106	40424	89682
3107	40437	89669
3108	40450	89657
3109	40467	89654
3110	40484	89649
3111	40499	89639
3112	40511	89624
3113	40523	89609
3114	40535	89595
3115	40550	89585
3116	40563	89572
3117	40574	89555
3118	40586	89539
3119	40599	89526
3120	40611	89511
3121	40622	89494
3122	40633	89477
3123	40645	89460
3124	40661	89455
3125	40679	89453
3126	40692	89440
3127	40705	89426
3128	40717	89411
3129	40729	89397
3130	40742	89382
3131	40754	89367
3132	40767	89355
3133	40780	89341
3134	40791	89324
3135	40802	89307
3136	40813	89290
3137	40825	89275
3138	40836	89258
3139	40848	89241
3140	40860	89226
3141	40871	89210
3142	40891	89210
3143	40907	89205
3144	40921	89194
3145	40933	89178
3146	40944	89162
3147	40958	89150
3148	40970	89134
3149	40982	89120
3150	40996	89109
3151	41008	89094
3152	41020	89079
3153	41031	89062
3154	41043	89046
3155	41055	89030
3156	41065	89012
3157	41079	89002
3158	41099	89002
3159	41119	89005
3160	41134	88996
3161	41146	88981
3162	41159	88967
3163	41173	88956
3164	41187	88946
3165	41201	88936
3166	41216	88927
3167	41229	88913
3168	41242	88900
3169	41256	88890
3170	41269	88877
3171	41280	88860
3172	41293	88846
3173	41309	88840
3174	41326	88836
3175	41340	88824
3176	41354	88814
3177	41365	88796
3178	41378	88783
3179	41391	88769
3180	41403	88755
3181	41416	88742
3182	41429	88728
3183	41440	88711
3184	41451	88693
3185	41463	88679
3186	41476	88665
3187	41487	88649
3188	41499	88633
3189	41511	88617
3190	41530	88617
3191	41548	88615
3192	41561	88603
3193	41574	88589
3194	41587	88575
3195	41599	88561
3196	41611	88547
3197	41625	88535
3198	41637	88520
3199	41649	88505
3200	41661	88488
3201	41673	88475
3202	41685	88459
3203	41696	88442
3204	41708	88427
3205	41724	88420
3206	41741	88416
3207	41755	88405
3208	41769	88394
3209	41781	88378
3210	41793	88363
3211	41807	88352
3212	41820	88340
3213	41833	88325
3214	41846	88312
3215	41857	88297
3216	41869	88281
3217	41881	88266
3218	41893	88250
3219	41904	88233
3220	41915	88216
3221	41926	88198
3222	41940	88187
3223	41958	88186
3224	41972	88175
3225	41986	88164
