iter	Passed	Remaining
245	3172	125804
246	3184	125762
247	3196	125697
248	3208	125663
249	3220	125587
250	3231	125521
251	3244	125502
252	3256	125471
253	3268	125422
254	3279	125332
255	3292	125315
256	3305	125307
257	3321	125407
258	3334	125400
259	3347	125385
260	3360	125380
261	3372	125339
262	3384	125313
263	3397	125286
264	3414	125424
265	3433	125647
266	3446	125649
267	3460	125651
268	3474	125683
269	3488	125725
270	3501	125701
271	3514	125692
272	3527	125681
273	3540	125670
274	3553	125665
275	3566	125650
276	3581	125703
277	3594	125693
278	3607	125686
279	3620	125683
280	3632	125630
281	3646	125656
282	3663	125794
283	3680	125930
284	3694	125937
285	3708	125948
286	3722	125995
287	3737	126026
288	3749	125991
289	3764	126052
290	3777	126027
291	3789	125993
292	3802	125981
293	3815	125953
294	3827	125918
295	3840	125908
296	3853	125896
297	3866	125887
298	3879	125874
299	3891	125829
300	3904	125811
301	3916	125779
302	3928	125736
303	3940	125688
304	3954	125689
305	3966	125657
306	3977	125593
307	3988	125523
308	4000	125474
309	4013	125456
310	4027	125487
311	4042	125515
312	4055	125507
313	4067	125479
314	4080	125468
315	4092	125426
316	4104	125375
317	4117	125366
318	4129	125315
319	4140	125260
320	4152	125199
321	4168	125289
322	4185	125386
323	4196	125314
324	4208	125273
325	4220	125231
326	4233	125220
327	4244	125175
328	4257	125138
329	4268	125071
330	4280	125027
331	4292	124994
332	4304	124945
333	4315	124900
334	4328	124868
335	4340	124831
336	4351	124786
337	4364	124764
338	4378	124781
339	4392	124804
340	4404	124764
341	4417	124735
342	4429	124707
343	4442	124707
344	4456	124728
345	4476	124892
346	4495	125047
347	4510	125114
348	4525	125132
349	4538	125137
350	4550	125105
351	4564	125098
352	4576	125080
353	4589	125048
354	4601	125008
355	4613	124971
356	4624	124922
357	4637	124907
358	4653	124964
359	4667	124973
360	4680	124972
361	4692	124945
362	4706	124960
363	4725	125089
364	4740	125146
365	4753	125124
366	4765	125082
367	4778	125064
368	4793	125117
369	4810	125216
370	4825	125234
371	4838	125219
372	4849	125169
373	4861	125122
374	4873	125079
375	4885	125043
376	4897	124999
377	4909	124973
378	4921	124930
379	4933	124895
380	4944	124837
381	4961	124930
382	4980	125050
383	4994	125071
384	5008	125075
385	5020	125046
386	5034	125049
387	5047	125033
388	5059	125009
389	5073	125005
390	5086	124996
391	5098	124964
392	5109	124897
393	5121	124860
394	5133	124837
395	5145	124797
396	5157	124757
397	5169	124721
398	5186	124807
399	5205	124920
400	5217	124902
401	5231	124905
402	5242	124856
403	5255	124840
404	5268	124829
405	5281	124802
406	5293	124772
407	5306	124749
408	5318	124709
409	5330	124675
410	5342	124640
411	5354	124614
412	5366	124579
413	5383	124643
414	5400	124743
415	5415	124757
416	5430	124789
417	5441	124747
418	5454	124726
419	5467	124721
420	5481	124710
421	5494	124701
422	5506	124676
423	5519	124648
424	5530	124598
425	5542	124555
426	5554	124524
427	5566	124487
428	5578	124446
429	5589	124407
430	5609	124531
431	5626	124610
432	5639	124608
433	5652	124596
434	5665	124575
435	5678	124551
436	5690	124523
437	5703	124502
438	5716	124507
439	5729	124480
440	5740	124432
441	5752	124396
442	5765	124385
443	5776	124326
444	5788	124284
445	5804	124341
446	5821	124421
447	5835	124429
448	5850	124449
449	5862	124418
450	5874	124379
451	5886	124346
452	5899	124332
453	5912	124310
454	5924	124292
455	5936	124251
456	5947	124201
457	5959	124167
458	5972	124140
459	5983	124090
460	5995	124052
461	6006	124002
462	6017	123953
463	6036	124054
464	6052	124105
465	6065	124100
466	6078	124082
467	6090	124042
468	6101	123996
469	6114	123982
470	6127	123966
471	6140	123948
472	6151	123893
473	6162	123854
474	6174	123811
475	6185	123757
476	6197	123729
477	6209	123693
478	6220	123639
479	6231	123591
480	6249	123683
481	6266	123748
482	6280	123742
483	6291	123701
484	6303	123660
485	6316	123648
486	6328	123626
487	6342	123627
488	6355	123611
489	6367	123579
490	6378	123532
491	6390	123500
492	6402	123463
493	6414	123439
494	6427	123420
495	6443	123465
496	6464	123601
497	6484	123721
498	6503	123829
499	6521	123915
500	6534	123891
501	6547	123887
502	6562	123906
503	6576	123900
504	6590	123920
505	6603	123906
506	6616	123880
507	6628	123850
508	6644	123888
509	6661	123947
510	6676	123970
511	6691	123999
512	6703	123966
513	6715	123944
514	6728	123920
515	6741	123916
516	6755	123918
517	6768	123898
518	6780	123865
519	6792	123828
520	6803	123786
521	6816	123769
522	6827	123722
523	6839	123686
524	6850	123640
525	6862	123598
526	6881	123698
527	6897	123736
528	6911	123733
529	6923	123717
530	6936	123695
531	6950	123705
532	6964	123702
533	6977	123689
534	6989	123663
535	7002	123634
536	7014	123606
537	7026	123568
538	7038	123543
539	7050	123507
540	7061	123464
541	7072	123420
542	7089	123472
543	7106	123528
544	7119	123515
545	7134	123528
546	7146	123498
547	7159	123483
548	7171	123465
549	7184	123441
550	7196	123410
551	7207	123362
552	7218	123321
553	7230	123276
554	7241	123230
555	7253	123205
556	7269	123244
557	7283	123252
558	7295	123218
559	7308	123206
560	7322	123203
561	7336	123198
562	7348	123167
563	7359	123123
564	7371	123094
565	7383	123068
566	7396	123048
567	7409	123031
568	7420	122996
569	7432	122969
570	7448	122995
571	7460	122968
572	7473	122959
573	7485	122924
574	7498	122918
575	7512	122908
576	7529	122967
577	7548	123046
578	7562	123045
579	7576	123050
580	7589	123035
581	7601	123009
582	7615	123008
583	7629	123013
584	7643	123014
585	7656	122997
586	7667	122953
587	7679	122928
588	7691	122901
589	7704	122872
590	7714	122820
591	7726	122781
592	7739	122771
593	7756	122819
594	7770	122829
595	7783	122817
596	7796	122794
597	7807	122760
598	7820	122734
599	7831	122698
600	7844	122686
601	7858	122674
602	7869	122633
603	7880	122591
604	7891	122552
605	7903	122513
606	7915	122483
607	7927	122451
608	7939	122428
609	7950	122393
610	7968	122454
611	7985	122497
612	7998	122484
613	8011	122463
614	8022	122423
615	8034	122398
616	8047	122377
617	8060	122368
618	8073	122353
619	8084	122317
620	8095	122272
621	8107	122240
622	8119	122214
623	8130	122171
624	8142	122138
625	8154	122107
626	8172	122167
627	8190	122229
628	8204	122228
629	8215	122195
630	8226	122151
631	8239	122136
632	8252	122117
633	8264	122085
634	8277	122077
635	8289	122049
636	8300	122003
637	8311	121960
638	8323	121935
639	8334	121893
640	8345	121846
641	8356	121809
642	8369	121793
643	8385	121830
644	8402	121870
645	8416	121863
646	8427	121833
647	8445	121880
648	8457	121862
649	8470	121850
650	8483	121831
651	8497	121828
652	8510	121815
653	8522	121787
654	8535	121774
655	8548	121759
656	8560	121738
657	8577	121772
658	8595	121831
659	8609	121842
660	8623	121841
661	8636	121823
662	8648	121797
663	8662	121791
664	8675	121777
665	8688	121764
666	8700	121746
667	8712	121714
668	8724	121683
669	8735	121648
670	8748	121627
671	8759	121591
672	8773	121584
673	8790	121630
674	8804	121627
675	8817	121621
676	8831	121616
677	8842	121582
678	8855	121568
679	8868	121546
680	8881	121532
681	8893	121504
682	8904	121475
683	8916	121444
684	8927	121407
685	8940	121382
686	8951	121352
687	8964	121327
688	8976	121305
689	8987	121263
690	9017	121475
691	9031	121479
692	9044	121461
693	9055	121424
694	9068	121406
695	9080	121387
696	9093	121372
697	9105	121341
698	9117	121322
699	9129	121292
700	9142	121274
701	9153	121237
702	9165	121205
703	9176	121177
704	9188	121149
705	9208	121222
706	9223	121234
707	9236	121219
708	9249	121207
709	9261	121181
710	9275	121175
711	9288	121168
712	9299	121134
713	9313	121126
714	9326	121111
715	9338	121083
716	9349	121050
717	9362	121028
718	9373	120996
719	9385	120964
720	9399	120963
721	9416	121007
722	9436	121080
723	9449	121072
724	9465	121088
725	9478	121076
726	9492	121074
727	9504	121053
728	9518	121049
729	9531	121041
730	9544	121026
731	9557	121007
732	9569	120987
733	9582	120966
734	9594	120947
735	9607	120923
736	9623	120957
737	9641	120999
738	9655	120997
739	9669	120994
740	9680	120963
741	9692	120938
742	9705	120922
743	9717	120898
744	9730	120874
745	9742	120859
746	9754	120831
747	9766	120801
748	9777	120760
749	9789	120732
750	9800	120699
751	9811	120664
752	9823	120637
753	9838	120644
754	9855	120678
755	9869	120680
756	9883	120676
757	9894	120636
758	9906	120617
759	9919	120598
760	9931	120578
761	9943	120553
762	9957	120542
763	9968	120511
764	9979	120473
765	9991	120443
766	10003	120418
767	10015	120389
768	10026	120353
769	10038	120326
770	10049	120294
771	10067	120340
772	10085	120383
773	10098	120378
774	10110	120343
775	10122	120316
776	10134	120300
777	10147	120277
778	10159	120255
779	10171	120235
780	10184	120213
781	10195	120177
782	10206	120150
783	10218	120122
784	10230	120093
785	10241	120059
786	10253	120037
787	10272	120091
788	10288	120114
789	10302	120103
790	10316	120101
791	10327	120075
792	10339	120047
793	10352	120028
794	10365	120012
795	10377	119996
796	10390	119981
797	10401	119945
798	10417	119968
799	10431	119964
800	10443	119940
801	10455	119915
802	10468	119898
803	10481	119882
804	10501	119948
805	10518	119987
806	10533	119997
807	10546	119981
808	10559	119969
809	10572	119956
810	10586	119950
811	10599	119941
812	10613	119934
813	10625	119908
814	10636	119878
815	10649	119858
816	10660	119826
817	10672	119795
818	10683	119766
819	10700	119798
820	10717	119820
821	10730	119806
822	10743	119792
823	10753	119755
824	10765	119728
825	10779	119722
826	10791	119698
827	10803	119677
828	10815	119652
829	10827	119625
830	10839	119601
831	10851	119570
832	10863	119546
833	10874	119513
834	10885	119480
835	10900	119486
836	10917	119518
837	10931	119517
838	10944	119506
839	10957	119485
840	10968	119456
841	10982	119449
842	10995	119432
843	11007	119411
844	11020	119394
845	11031	119364
846	11042	119332
847	11053	119297
848	11065	119269
849	11077	119246
850	11088	119212
851	11100	119184
852	11111	119152
853	11127	119171
854	11144	119199
855	11157	119184
856	11170	119175
857	11181	119139
858	11193	119111
859	11206	119098
860	11219	119084
861	11231	119062
862	11243	119045
863	11254	119005
864	11265	118970
865	11277	118947
866	11289	118923
867	11301	118899
868	11312	118869
869	11324	118847
870	11342	118886
871	11359	118909
872	11373	118903
873	11384	118874
874	11396	118845
875	11414	118886
876	11428	118881
877	11442	118878
878	11455	118873
879	11468	118851
880	11479	118822
881	11492	118810
882	11505	118793
883	11517	118767
884	11528	118740
885	11541	118723
886	11560	118770
887	11577	118800
888	11591	118799
889	11605	118790
890	11617	118766
891	11629	118741
892	11642	118732
893	11656	118728
894	11670	118724
895	11683	118709
896	11694	118678
897	11706	118652
898	11718	118627
899	11729	118601
900	11741	118575
901	11753	118550
902	11769	118565
903	11786	118592
904	11799	118580
905	11813	118576
906	11824	118546
907	11836	118521
908	11849	118506
909	11861	118481
910	11874	118468
911	11887	118456
912	11898	118427
913	11909	118394
914	11922	118374
915	11933	118348
916	11945	118317
917	11955	118282
918	11974	118319
919	11991	118353
920	12004	118341
921	12017	118328
922	12029	118300
923	12041	118278
924	12054	118267
925	12067	118252
926	12080	118234
927	12091	118203
928	12103	118180
929	12115	118156
930	12127	118135
931	12138	118103
932	12152	118099
933	12170	118133
934	12184	118133
935	12198	118129
936	12210	118105
937	12221	118074
938	12234	118062
939	12247	118046
940	12260	118027
941	12272	118007
942	12284	117982
943	12295	117953
944	12306	117923
945	12317	117891
946	12328	117857
947	12340	117829
948	12351	117800
949	12367	117812
950	12384	117842
951	12402	117877
952	12417	117882
953	12431	117877
954	12443	117859
955	12456	117844
956	12469	117830
957	12482	117816
958	12496	117814
959	12509	117795
960	12522	117781
961	12534	117757
962	12546	117738
963	12558	117719
964	12571	117698
965	12588	117730
966	12606	117764
967	12620	117754
968	12634	117752
969	12646	117729
970	12659	117716
971	12671	117698
972	12684	117677
973	12697	117663
974	12710	117655
975	12721	117626
976	12733	117601
977	12745	117575
978	12756	117546
979	12768	117519
980	12784	117537
981	12801	117557
982	12814	117544
983	12828	117538
984	12839	117512
985	12851	117485
986	12863	117468
987	12877	117459
988	12889	117442
989	12901	117412
990	12912	117384
991	12924	117359
992	12935	117328
993	12946	117297
994	12958	117277
995	12969	117248
996	12980	117218
997	12992	117192
998	13010	117229
999	13028	117259
1000	13043	117260
1001	13055	117236
1002	13066	117210
1003	13078	117188
1004	13091	117174
1005	13104	117161
1006	13116	117140
1007	13128	117116
1008	13140	117090
1009	13152	117066
1010	13163	117040
1011	13175	117015
1012	13186	116987
1013	13197	116957
1014	13215	116986
1015	13231	116995
1016	13244	116982
1017	13256	116968
1018	13268	116939
1019	13280	116917
1020	13292	116900
1021	13305	116885
1022	13319	116877
1023	13331	116856
1024	13342	116829
1025	13354	116806
1026	13365	116779
1027	13380	116779
1028	13395	116781
1029	13407	116761
1030	13425	116792
1031	13442	116816
1032	13455	116801
1033	13470	116803
1034	13483	116793
1035	13497	116784
1036	13510	116776
1037	13524	116768
1038	13538	116765
1039	13551	116748
1040	13563	116727
1041	13574	116700
1042	13587	116688
1043	13601	116679
1044	13614	116663
1045	13626	116649
1046	13645	116684
1047	13662	116706
1048	13676	116701
1049	13688	116678
1050	13700	116654
1051	13712	116633
1052	13724	116612
1053	13736	116593
1054	13749	116581
1055	13761	116558
1056	13772	116523
1057	13783	116497
1058	13795	116477
1059	13807	116452
1060	13818	116423
1061	13830	116403
1062	13842	116374
1063	13859	116397
1064	13876	116421
1065	13889	116405
1066	13901	116387
1067	13913	116360
1068	13925	116342
1069	13938	116331
1070	13952	116322
1071	13966	116317
1072	13979	116303
1073	13990	116275
1074	14001	116249
1075	14014	116229
1076	14026	116207
1077	14037	116177
1078	14048	116148
1079	14059	116123
1080	14072	116111
1081	14089	116128
1082	14104	116131
1083	14117	116114
1084	14130	116108
1085	14142	116083
1086	14155	116067
1087	14167	116049
1088	14180	116031
1089	14192	116017
1090	14205	115997
1091	14215	115967
1092	14226	115937
1093	14238	115911
1094	14250	115889
1095	14262	115869
1096	14273	115843
1097	14284	115814
1098	14303	115846
1099	14318	115851
1100	14331	115836
1101	14343	115817
1102	14355	115796
1103	14371	115802
1104	14387	115815
1105	14399	115798
1106	14414	115801
1107	14427	115786
1108	14440	115772
1109	14453	115756
1110	14464	115731
1111	14477	115712
1112	14489	115692
1113	14507	115721
1114	14525	115751
1115	14540	115748
1116	14553	115740
1117	14566	115721
1118	14578	115705
1119	14592	115700
1120	14606	115689
1121	14620	115686
1122	14632	115667
1123	14643	115636
1124	14655	115614
1125	14666	115588
1126	14678	115565
1127	14689	115540
1128	14702	115520
1129	14713	115494
1130	14732	115526
1131	14747	115533
1132	14760	115519
1133	14773	115505
1134	14785	115481
1135	14798	115468
1136	14810	115451
1137	14824	115443
1138	14837	115431
1139	14849	115410
1140	14861	115385
1141	14873	115368
1142	14885	115347
1143	14898	115333
1144	14910	115315
1145	14925	115318
1146	14943	115337
1147	14956	115327
1148	14971	115327
1149	14982	115303
1150	14994	115278
1151	15006	115261
1152	15019	115245
1153	15032	115228
1154	15042	115199
1155	15055	115179
1156	15066	115156
1157	15078	115134
1158	15089	115106
1159	15101	115085
1160	15112	115054
1161	15122	115022
1162	15134	114998
1163	15151	115015
1164	15168	115032
1165	15181	115021
1166	15194	115006
1167	15205	114975
1168	15216	114950
1169	15228	114932
1170	15241	114915
1171	15253	114899
1172	15267	114887
1173	15277	114857
1174	15289	114831
1175	15301	114810
1176	15313	114789
1177	15323	114760
1178	15336	114743
1179	15354	114766
1180	15375	114814
1181	15390	114814
1182	15404	114810
1183	15417	114796
1184	15430	114784
1185	15444	114777
1186	15458	114774
1187	15472	114765
1188	15484	114747
1189	15497	114733
1190	15510	114723
1191	15523	114704
1192	15535	114685
1193	15548	114669
1194	15566	114693
1195	15585	114724
1196	15599	114718
1197	15612	114707
1198	15623	114679
1199	15635	114658
1200	15647	114643
1201	15660	114628
1202	15673	114611
1203	15686	114599
1204	15697	114575
1205	15709	114550
1206	15721	114529
1207	15732	114500
1208	15743	114476
1209	15755	114451
1210	15769	114448
1211	15788	114478
1212	15800	114458
1213	15813	114447
1214	15825	114426
1215	15837	114407
1216	15849	114387
1217	15863	114375
1218	15875	114360
1219	15888	114346
1220	15899	114316
1221	15911	114295
1222	15922	114271
1223	15934	114248
1224	15946	114229
1225	15958	114209
1226	15974	114219
1227	15992	114241
1228	16007	114243
1229	16022	114243
1230	16034	114222
1231	16046	114197
1232	16059	114191
1233	16073	114181
1234	16087	114172
1235	16099	114152
1236	16110	114124
1237	16121	114102
1238	16133	114080
1239	16144	114056
1240	16156	114033
1241	16167	114008
1242	16184	114019
1243	16202	114040
1244	16216	114033
1245	16228	114019
1246	16240	113995
1247	16251	113971
1248	16263	113949
1249	16276	113936
1250	16289	113921
1251	16301	113902
1252	16312	113878
1253	16324	113852
1254	16336	113832
1255	16349	113819
1256	16363	113816
1257	16375	113793
1258	16387	113777
1259	16404	113787
1260	16421	113806
1261	16435	113797
1262	16451	113802
1263	16463	113785
1264	16475	113763
1265	16488	113749
1266	16501	113740
1267	16515	113730
1268	16528	113717
1269	16540	113698
1270	16552	113676
1271	16563	113655
1272	16575	113635
1273	16595	113667
1274	16612	113683
1275	16625	113668
1276	16638	113655
1277	16651	113639
1278	16663	113624
1279	16676	113611
1280	16689	113594
1281	16702	113579
1282	16715	113565
1283	16726	113544
1284	16738	113521
1285	16751	113506
1286	16762	113484
1287	16774	113461
1288	16786	113439
1289	16802	113451
1290	16819	113464
1291	16833	113459
1292	16848	113457
1293	16860	113434
1294	16872	113414
1295	16885	113406
1296	16898	113390
1297	16911	113375
1298	16922	113347
1299	16933	113324
1300	16945	113307
1301	16956	113277
1302	16967	113253
1303	16979	113228
1304	16991	113208
1305	17005	113206
1306	17022	113220
1307	17036	113215
1308	17050	113208
1309	17062	113185
1310	17074	113167
1311	17087	113151
1312	17099	113132
1313	17112	113118
1314	17124	113097
1315	17136	113081
1316	17148	113060
1317	17160	113038
1318	17172	113021
1319	17184	112998
1320	17196	112980
1321	17208	112960
1322	17224	112967
1323	17242	112984
1324	17254	112968
1325	17267	112957
1326	17279	112935
1327	17290	112910
1328	17303	112896
1329	17315	112876
1330	17327	112856
1331	17342	112858
1332	17356	112852
1333	17368	112827
1334	17380	112812
1335	17394	112803
1336	17406	112786
1337	17418	112764
1338	17430	112742
1339	17447	112756
1340	17464	112770
1341	17478	112765
1342	17492	112753
1343	17503	112729
1344	17514	112705
1345	17527	112689
1346	17540	112676
1347	17552	112662
1348	17564	112639
1349	17576	112618
1350	17588	112597
1351	17598	112569
1352	17610	112546
1353	17621	112522
1354	17632	112495
1355	17644	112474
1356	17658	112467
1357	17675	112485
1358	17691	112490
1359	17708	112500
1360	17720	112482
1361	17733	112466
1362	17746	112452
1363	17759	112441
1364	17774	112439
1365	17786	112423
1366	17798	112403
1367	17810	112381
1368	17822	112364
1369	17835	112347
1370	17847	112329
1371	17859	112308
1372	17870	112287
1373	17888	112303
1374	17905	112317
1375	17919	112308
1376	17931	112289
1377	17942	112262
1378	17955	112250
1379	17968	112235
1380	17980	112218
1381	17992	112201
1382	18005	112183
1383	18016	112162
1384	18027	112134
1385	18039	112113
1386	18050	112091
1387	18061	112066
1388	18073	112045
1389	18091	112060
1390	18107	112066
1391	18120	112053
1392	18133	112042
1393	18146	112027
1394	18158	112011
1395	18171	111996
1396	18184	111983
1397	18196	111967
1398	18207	111941
1399	18220	111924
1400	18231	111901
1401	18242	111875
1402	18253	111852
1403	18265	111830
1404	18277	111809
1405	18295	111826
1406	18312	111841
1407	18327	111839
1408	18345	111856
1409	18357	111835
1410	18370	111825
1411	18385	111823
1412	18398	111809
1413	18411	111797
1414	18423	111780
1415	18436	111766
1416	18450	111757
1417	18462	111738
1418	18474	111717
1419	18486	111699
1420	18504	111717
1421	18522	111733
1422	18536	111726
1423	18550	111720
1424	18562	111701
1425	18576	111694
1426	18591	111691
1427	18604	111679
1428	18618	111672
1429	18630	111652
1430	18642	111633
1431	18654	111613
1432	18666	111595
1433	18678	111573
1434	18689	111553
1435	18701	111533
1436	18718	111543
1437	18734	111547
1438	18748	111540
1439	18762	111530
1440	18773	111510
1441	18786	111492
1442	18798	111476
1443	18811	111462
1444	18824	111447
1445	18837	111433
1446	18848	111413
1447	18860	111392
1448	18872	111374
1449	18883	111348
1450	18899	111352
1451	18917	111366
1452	18930	111353
1453	18942	111338
1454	18954	111317
1455	18966	111300
1456	18979	111284
1457	18991	111263
1458	19003	111246
1459	19014	111224
1460	19027	111206
1461	19038	111182
1462	19049	111159
1463	19061	111139
1464	19073	111120
1465	19084	111094
1466	19095	111069
1467	19110	111069
1468	19126	111076
1469	19140	111065
1470	19153	111055
1471	19164	111031
1472	19176	111012
1473	19189	110995
1474	19201	110977
1475	19213	110960
1476	19226	110945
1477	19238	110924
1478	19248	110898
1479	19260	110875
1480	19271	110851
1481	19282	110828
1482	19293	110806
1483	19309	110809
1484	19328	110831
1485	19345	110841
1486	19360	110838
1487	19374	110832
1488	19387	110820
1489	19401	110808
1490	19413	110791
1491	19427	110784
1492	19440	110771
1493	19453	110757
1494	19466	110743
1495	19479	110729
1496	19491	110715
1497	19503	110696
1498	19516	110678
1499	19529	110668
1500	19546	110677
1501	19562	110681
1502	19577	110678
1503	19590	110663
1504	19601	110643
1505	19614	110630
1506	19626	110610
1507	19639	110596
1508	19652	110581
1509	19663	110560
1510	19675	110537
1511	19686	110515
1512	19699	110499
1513	19710	110476
1514	19722	110458
1515	19734	110439
1516	19750	110444
1517	19768	110459
1518	19782	110451
1519	19795	110437
1520	19806	110413
1521	19819	110401
1522	19833	110391
1523	19845	110374
1524	19856	110351
1525	19868	110333
1526	19880	110312
1527	19891	110289
1528	19903	110268
1529	19914	110244
1530	19925	110223
1531	19937	110202
1532	19954	110214
1533	19971	110221
1534	19984	110206
1535	19997	110196
1536	20009	110174
1537	20021	110155
1538	20034	110142
1539	20046	110126
1540	20060	110116
1541	20071	110095
1542	20083	110074
1543	20094	110049
1544	20105	110029
1545	20117	110007
1546	20128	109985
1547	20139	109962
1548	20158	109979
1549	20175	109986
1550	20188	109978
1551	20201	109960
1552	20212	109938
1553	20224	109922
1554	20238	109910
1555	20250	109894
1556	20263	109881
1557	20274	109857
1558	20285	109835
1559	20296	109811
1560	20311	109804
1561	20324	109796
1562	20336	109777
1563	20350	109765
1564	20362	109747
1565	20376	109741
1566	20394	109757
1567	20410	109760
1568	20424	109752
1569	20437	109740
1570	20450	109722
1571	20463	109712
1572	20477	109704
1573	20491	109695
1574	20504	109684
1575	20516	109665
1576	20529	109649
1577	20541	109630
1578	20553	109616
1579	20565	109595
1580	20577	109578
1581	20590	109562
1582	20609	109582
1583	20626	109593
1584	20641	109587
1585	20652	109566
1586	20663	109542
1587	20676	109528
1588	20688	109511
1589	20701	109494
1590	20713	109479
1591	20726	109463
1592	20737	109440
1593	20748	109415
1594	20760	109401
1595	20771	109375
1596	20782	109354
1597	20794	109332
1598	20806	109316
1599	20824	109329
1600	20841	109334
1601	20854	109322
1602	20865	109301
1603	20877	109279
1604	20889	109262
1605	20901	109247
1606	20913	109228
1607	20926	109214
1608	20939	109201
1609	20950	109177
1610	20961	109155
1611	20973	109135
1612	20984	109113
1613	20995	109089
1614	21007	109070
1615	21026	109085
1616	21041	109084
1617	21053	109068
1618	21066	109054
1619	21077	109029
1620	21090	109015
1621	21102	108999
1622	21115	108987
1623	21127	108969
1624	21139	108950
1625	21151	108929
1626	21162	108906
1627	21173	108885
1628	21185	108864
1629	21196	108842
1630	21207	108820
1631	21219	108803
1632	21234	108800
1633	21251	108809
1634	21264	108793
1635	21277	108779
1636	21289	108760
1637	21304	108761
1638	21319	108755
1639	21333	108747
1640	21346	108737
1641	21359	108724
1642	21372	108707
1643	21384	108690
1644	21397	108676
1645	21408	108655
1646	21421	108642
1647	21434	108628
1648	21447	108613
1649	21466	108632
1650	21484	108647
1651	21500	108645
1652	21513	108635
1653	21524	108612
1654	21537	108599
1655	21551	108588
1656	21563	108572
1657	21576	108559
1658	21588	108538
1659	21599	108519
1660	21610	108497
1661	21621	108474
1662	21633	108454
1663	21644	108430
1664	21661	108436
1665	21678	108443
1666	21690	108428
1667	21704	108418
1668	21716	108401
1669	21729	108386
1670	21742	108372
1671	21753	108353
