-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf
-inf	-45.922785	-12.652777	-13.385268	-12.995493	-13.266377	-15.018077	-11.429151	-11.608210	-11.719095	-13.602147	-13.924733	-14.939839	-11.946015	-11.363117	-11.209875	-11.336321	-11.377232	-15.439909	-10.563115	-11.195719	-10.965492	-10.448291	-11.798891	-11.879415	-11.778864	-14.449706	-11.647959	-12.854431	-12.709544	-12.140333	-11.696789	-11.903134	-13.166715	-12.800517	-11.472151	-12.265741	-11.677423	-13.008632	-12.213125	-11.535589	-11.304266	-12.840690	-11.984846	-15.840522	-11.507749	-11.941314	-11.670078	-13.398404	-11.454726	-11.161883	-11.952859	-12.039390	-12.824770	-13.667751	-14.081598	-12.809835	-15.204454	-11.941417	-12.140887	-10.762896	-11.186130	-11.515850	-11.080137	-10.693696	-12.390991	-11.541353	-13.360866	-10.740857	-9.993893	-11.331988	-10.086498	-11.372945	-9.988627	-12.263206	-10.695346	-10.785754	-11.016454	-10.434970	-10.912691	-12.180192	-10.651036	-9.465637	-10.588671	-9.975085	-11.482609	-12.048186	-11.857267	-12.843172	-13.027785	-10.595355	-10.589829	-10.632822	-12.468767	-11.617380	-10.450258	-10.886841	-15.390300	-10.891041	-14.237636	-11.888063	-11.899890	-10.946543	-11.037456	-11.159247	-12.012555	-11.464810	-11.350505	-11.438851	-15.600056	-10.422015	-10.424734	-10.266896	-14.234914	-10.115547	-12.199183	-10.267533	-11.434246	-10.139016	-10.491346	-9.589720	-10.367925	-11.915050	-10.852322	-10.671457	-11.539580	-10.994585	-10.585823	-11.481822	-10.457859	-12.007754	-10.108724	-10.761598	-10.167808	-10.381557	-11.353316	-12.944595	-11.668486	-10.427946	-12.954923	-12.694609	-11.213688	-11.136167	-13.253034	-11.621938	-12.421604	-13.261441	-14.990996	-12.359528	-13.769704	-11.950872	-12.418360	-11.310035	-10.924068	-12.428825	-11.145179	-11.654208	-10.552794	-12.265015	-13.017170	-11.710167	-11.638787	-12.767115	-12.027009	-12.483046	-11.689222	-12.692409	-11.603919	-11.630324	-14.427167	-10.811908	-13.197440	-12.853370	-11.858755	-12.370408	-11.763987	-14.414057	-13.819207	-12.710233	-11.467980	-10.238141	-11.042147	-10.578304	-11.429588	-11.237357	-11.755681	-14.812431	-13.470952	-11.488926	-12.388137	-13.083800	-12.536362	-13.185026	-11.514058	-12.409584	-12.346293	-12.553077	-13.197212	-18.213273	-13.499737	-14.372800	-46.326873	-inf
-inf	-45.922785	-13.820561	-12.965108	-13.548132	-12.011247	-13.478058	-11.526964	-11.504011	-11.698876	-11.672792	-11.993470	-11.679037	-11.194825	-11.028566	-12.092144	-10.976379	-10.992081	-12.397610	-10.726353	-10.623876	-10.976284	-10.304690	-11.005408	-11.050932	-10.668663	-11.212615	-10.635887	-11.365605	-11.154948	-11.166297	-13.460842	-10.780129	-12.209328	-11.942263	-10.818089	-11.682200	-10.998968	-11.320405	-11.223355	-11.374331	-11.141398	-12.452801	-11.526212	-11.919259	-11.264701	-11.360223	-11.365000	-12.193867	-11.259431	-11.579196	-11.495346	-11.454403	-11.901801	-12.416487	-12.500518	-12.485278	-12.739331	-14.145056	-10.364796	-10.551885	-11.765001	-12.511372	-10.034864	-9.054431	-9.631959	-11.850738	-13.075566	-10.116018	-11.217829	-11.471531	-10.799422	-11.735605	-9.904924	-13.899679	-10.829534	-11.163349	-10.975200	-10.495201	-11.128154	-14.990538	-10.388294	-9.383485	-9.742755	-10.178984	-13.594821	-9.975854	-11.064141	-11.451385	-11.742308	-10.584838	-10.962111	-11.100361	-12.901098	-10.084473	-10.229652	-11.204670	-11.828012	-11.942728	-12.040632	-13.755234	-11.396613	-10.678587	-14.166213	-10.451715	-10.672768	-12.253399	-10.895003	-11.866643	-9.991326	-11.231156	-10.520871	-10.212571	-12.270932	-10.117660	-11.686678	-10.154014	-11.726669	-10.423747	-10.091287	-13.078052	-9.721841	-13.053878	-11.029720	-10.698976	-11.494920	-11.149758	-10.687848	-11.749289	-10.373757	-11.696877	-10.746600	-11.092838	-11.980240	-10.607288	-11.180358	-12.320998	-9.936302	-10.495887	-9.813145	-14.346264	-11.297371	-11.047957	-12.714743	-11.826453	-11.966586	-12.351378	-13.050634	-11.728006	-13.847007	-11.475393	-12.203606	-11.315619	-10.916340	-11.753321	-11.190075	-11.378462	-11.004304	-13.428455	-11.356754	-13.691823	-10.963376	-11.359869	-11.145109	-11.265602	-11.157717	-11.887014	-10.875561	-13.294339	-11.643613	-10.430551	-11.185313	-11.078268	-10.726467	-11.348774	-10.613414	-11.033461	-10.960269	-10.875484	-10.873636	-9.922263	-10.664297	-10.682053	-12.126167	-10.964537	-11.469326	-12.583210	-12.342753	-11.045694	-11.459421	-11.745024	-11.832849	-11.961536	-11.450325	-12.010222	-11.325706	-12.612193	-12.376444	-12.830429	-13.366921	-12.850409	-46.326873	-inf
-inf	-46.628017	-13.931106	-13.173998	-14.199286	-12.366604	-15.072290	-11.330090	-11.599143	-11.574816	-11.880300	-11.840520	-12.237611	-11.469839	-11.086734	-11.634046	-10.981240	-11.213661	-9.953318	-11.278687	-10.919398	-11.346055	-10.014870	-10.846026	-11.378718	-10.779865	-11.805249	-10.761694	-11.739486	-11.310159	-11.225600	-13.166754	-10.952624	-14.156090	-12.929111	-11.076992	-12.587446	-11.190413	-11.766256	-11.358964	-11.778024	-11.530013	-13.187099	-11.921100	-12.393991	-11.548398	-11.629594	-11.682098	-13.362597	-11.074119	-11.342539	-11.775432	-11.556625	-11.999662	-12.498055	-13.097275	-13.506040	-12.939050	-13.815176	-10.346122	-10.469153	-11.047170	-14.411631	-11.023839	-9.453101	-11.487567	-9.325322	-14.698174	-10.160578	-12.129717	-11.962757	-10.896410	-11.901898	-9.939485	-12.973820	-10.613284	-11.128264	-10.937555	-10.556628	-11.064211	-13.013254	-10.675678	-9.380086	-9.722542	-12.350294	-13.397666	-10.059600	-11.027284	-11.821591	-11.673698	-10.870901	-10.981837	-10.024375	-12.822154	-10.047858	-10.209957	-11.304845	-11.415910	-14.119256	-11.527823	-13.288778	-11.809856	-12.730884	-10.508504	-12.917959	-10.913494	-10.184541	-10.574293	-14.022108	-10.111623	-10.190265	-10.899488	-9.746692	-11.578053	-10.124118	-11.251341	-10.211448	-12.208813	-11.283501	-10.816609	-11.920718	-10.537847	-15.980732	-11.301928	-10.567036	-11.441734	-11.190218	-10.718239	-12.271706	-10.381215	-11.383194	-10.834893	-11.239211	-13.558029	-10.772137	-11.854528	-10.030880	-10.148982	-8.922418	-9.015847	-14.122166	-11.181808	-10.956877	-12.828927	-11.927196	-13.032318	-12.775175	-13.588860	-12.012037	-13.631107	-11.538692	-13.392314	-11.087087	-11.181591	-12.361337	-10.683580	-11.695748	-11.313062	-13.649394	-11.812447	-12.818437	-11.234279	-11.854314	-11.500242	-11.643758	-11.182867	-11.824233	-10.980230	-12.138464	-12.348689	-10.576208	-9.817477	-11.321864	-10.883729	-11.781227	-10.682601	-11.510253	-11.126883	-11.279202	-11.177058	-9.809240	-10.512658	-11.010372	-12.906660	-11.209922	-12.091286	-12.942274	-15.903459	-10.814945	-11.244314	-11.535647	-11.697337	-11.670966	-11.707961	-12.313263	-10.894978	-12.761650	-12.699583	-13.374676	-15.739878	-13.126451	-46.670929	-inf
-inf	-46.432337	-12.412094	-12.249868	-12.632331	-11.920732	-12.943102	-11.496681	-11.441494	-11.461693	-11.670418	-11.729868	-11.985581	-11.319661	-11.075405	-11.804628	-11.010017	-11.170019	-11.411022	-11.616148	-10.931381	-11.348571	-9.984282	-10.781973	-11.632855	-10.856852	-11.673185	-10.764412	-11.160193	-11.174052	-11.095839	-15.211772	-10.754099	-13.087302	-12.249460	-10.893780	-12.361979	-11.032344	-11.601926	-11.190852	-11.548427	-11.253001	-12.772087	-11.615186	-11.823791	-11.350836	-11.437954	-11.519975	-12.613728	-11.009898	-11.298391	-12.070978	-11.474979	-12.010806	-12.331221	-12.323664	-13.432748	-12.071169	-13.685425	-10.356440	-10.376380	-11.272491	-12.594034	-10.171116	-9.371645	-9.058342	-12.373197	-9.283974	-9.983534	-13.996853	-11.463681	-10.781847	-12.695666	-9.874670	-11.949166	-10.721427	-11.553920	-10.835403	-10.779583	-11.274247	-11.955370	-10.467757	-9.312470	-9.712556	-14.159969	-12.362936	-10.146656	-10.791057	-10.249388	-11.313168	-11.276468	-11.184489	-10.127715	-11.818115	-9.917272	-10.078731	-12.168043	-11.123158	-12.417676	-10.028644	-12.012537	-10.588007	-10.343760	-10.355984	-10.171725	-11.265928	-12.524112	-10.372366	-11.819777	-10.201693	-10.352389	-11.150681	-9.884403	-11.179188	-10.271004	-10.936968	-10.333966	-14.109608	-9.656563	-11.013049	-9.820828	-10.671217	-12.396966	-11.612374	-10.725003	-11.169638	-11.449376	-10.867580	-13.077860	-10.416124	-11.602626	-10.997089	-11.667414	-12.493232	-10.956760	-12.082908	-10.036060	-10.251608	-8.500548	-9.038101	-13.007803	-11.264692	-10.806707	-12.469624	-12.079156	-12.874187	-12.933338	-13.462705	-11.999341	-13.910888	-11.456361	-14.818104	-11.063791	-11.237143	-12.482107	-10.636067	-11.963318	-11.384438	-13.602765	-11.919990	-15.543829	-11.131165	-11.636980	-11.334745	-11.423526	-11.127972	-11.970541	-10.922167	-12.519750	-12.358274	-10.498256	-12.098431	-11.203507	-10.872756	-11.581245	-10.696663	-11.391210	-10.914555	-11.155397	-11.096093	-9.809927	-10.590962	-11.100951	-12.502059	-11.315953	-12.676653	-13.815823	-13.998276	-10.778049	-11.275179	-11.435386	-11.632064	-11.710148	-11.623526	-12.045416	-10.965726	-12.355328	-12.280094	-12.583632	-12.977832	-12.310364	-45.705053	-inf
-inf	-46.356068	-14.760427	-12.972578	-13.156467	-12.192843	-13.020905	-11.423348	-11.665209	-11.056240	-11.469900	-11.302073	-11.506888	-11.258345	-11.000693	-11.112544	-10.879072	-11.731717	-10.284096	-11.976973	-10.966645	-11.576042	-9.991524	-10.700488	-11.957263	-10.634745	-11.565389	-10.708871	-11.320455	-10.949392	-10.872579	-11.920140	-10.456544	-12.228286	-10.221022	-10.950555	-10.688545	-10.784084	-11.896891	-11.132198	-12.371660	-11.641152	-13.405681	-11.332747	-12.269231	-10.960078	-11.108397	-11.568446	-13.396209	-10.895432	-11.149520	-12.127300	-11.741828	-12.267251	-12.867432	-12.814748	-13.993625	-12.433815	-12.489568	-10.594958	-10.277392	-11.195990	-13.065904	-9.222011	-8.831839	-8.801740	-9.370740	-11.814177	-9.973351	-14.700660	-11.651184	-10.642750	-11.561582	-9.910998	-12.949950	-10.661600	-11.627077	-10.783249	-10.785923	-12.037345	-12.012282	-10.537804	-9.216304	-9.715165	-14.264711	-11.872445	-10.210782	-10.774662	-10.346027	-11.380471	-11.653613	-11.584048	-10.263642	-11.586559	-9.843367	-10.073949	-12.992873	-10.837562	-11.584657	-10.110136	-11.554859	-13.445782	-10.235536	-10.205336	-10.034439	-10.577891	-10.477030	-10.252526	-11.328194	-10.326385	-10.501553	-11.371945	-9.972180	-11.008382	-10.362524	-10.819771	-10.380738	-13.787634	-9.727045	-11.255786	-9.951012	-10.719249	-11.970139	-11.776014	-10.832608	-11.070291	-11.563950	-10.932694	-14.229063	-10.364436	-11.632712	-11.031057	-11.907031	-12.026729	-11.068668	-11.314002	-9.849097	-10.379256	-8.515118	-9.058349	-12.416852	-11.500399	-10.308397	-12.872505	-11.931916	-15.506379	-13.871598	-14.835508	-11.840516	-13.809019	-11.993562	-14.425084	-10.794844	-11.578496	-11.942585	-10.721141	-11.098446	-10.866914	-12.423622	-11.756158	-14.274753	-10.984302	-11.250122	-11.185865	-11.364508	-10.783683	-11.075169	-11.159110	-9.908738	-12.908487	-10.412371	-9.859783	-10.978680	-10.686465	-11.313864	-10.665934	-11.140193	-10.883382	-10.931602	-10.959669	-9.860345	-10.570074	-10.918970	-14.475731	-11.017854	-13.456854	-12.828118	-12.719397	-10.567033	-11.297722	-11.306786	-11.244900	-11.715879	-11.495986	-11.906864	-10.777808	-12.015464	-12.033890	-12.220720	-12.885515	-13.343681	-48.017597	-inf
-inf	-45.757852	-14.395582	-13.786469	-13.109480	-12.408121	-14.495055	-10.888587	-12.864049	-11.424718	-11.584036	-11.412974	-11.671370	-11.445293	-11.187915	-12.041861	-11.074956	-13.304384	-10.407030	-16.432943	-11.093735	-12.230007	-9.909670	-10.692002	-12.352298	-10.741201	-13.291700	-10.678636	-11.765153	-11.159823	-10.830280	-9.998216	-10.628806	-12.111991	-10.244763	-10.955388	-10.421727	-10.781649	-13.151100	-11.137939	-12.455428	-11.676470	-12.608411	-11.351718	-14.179001	-10.951254	-11.293646	-11.633939	-13.508774	-10.739297	-11.031300	-12.740110	-12.449951	-12.092189	-13.953688	-13.033005	-13.726383	-12.746410	-11.959190	-10.590101	-10.309996	-11.161513	-13.026097	-9.255619	-8.840633	-8.511102	-9.359182	-9.241366	-9.980777	-12.313324	-11.634542	-10.676128	-11.696330	-9.941427	-13.413220	-10.795951	-11.664895	-10.644333	-10.716434	-12.368072	-11.665381	-10.814966	-9.238968	-9.690708	-14.742832	-11.786216	-10.248565	-10.663793	-10.379632	-11.062413	-9.861901	-11.755956	-10.339844	-11.369151	-11.385326	-9.968309	-12.312312	-10.660256	-11.085591	-10.184194	-10.868865	-11.831879	-10.111575	-10.077961	-9.913319	-10.405144	-11.245096	-10.182011	-11.118359	-10.384869	-10.581474	-11.838455	-10.038689	-10.683353	-10.288909	-10.708968	-10.470714	-12.589344	-9.767520	-11.441607	-10.005541	-10.552368	-11.297045	-11.974283	-11.002748	-10.967103	-11.762609	-10.990300	-12.828643	-10.400844	-11.510044	-10.966890	-12.396050	-11.529196	-11.221752	-11.257069	-9.921539	-10.424733	-8.525329	-9.068597	-12.402268	-11.453867	-10.359615	-13.095729	-11.712972	-13.557326	-14.268589	-13.947828	-12.166452	-13.332463	-12.293344	-12.649562	-10.446760	-12.078624	-12.205002	-11.013105	-11.214814	-11.092787	-11.875463	-12.234471	-13.014655	-11.277118	-11.594342	-11.535532	-11.882899	-11.005650	-11.418291	-11.303394	-9.942800	-12.137489	-10.648773	-10.095469	-11.402689	-11.024679	-12.428846	-10.868356	-11.737641	-11.060513	-11.666908	-11.411249	-9.750903	-10.851653	-11.333826	-11.567040	-11.740193	-11.763067	-11.465022	-11.567060	-10.713476	-11.594937	-11.533057	-11.595793	-12.137579	-11.844348	-12.747099	-10.605190	-13.413689	-13.236989	-13.852883	-13.109907	-14.302393	-46.822201	-inf
-inf	-45.757852	-15.115207	-13.872998	-12.789236	-12.288701	-14.038888	-10.913432	-12.839658	-11.325469	-11.838507	-11.599808	-11.993689	-11.560733	-11.122383	-11.756235	-11.072080	-13.731984	-9.966502	-11.786349	-10.835909	-13.053359	-9.698921	-10.712077	-15.850762	-10.843054	-14.117485	-10.801671	-11.930851	-11.268097	-10.956327	-10.014660	-10.502986	-13.183701	-10.206158	-10.991731	-10.459277	-10.889751	-12.531162	-11.206376	-12.436011	-11.650842	-12.323666	-11.202935	-13.913416	-10.875550	-11.229646	-11.515087	-14.774297	-10.857716	-11.106091	-12.402346	-12.140031	-11.753876	-13.592423	-12.083342	-15.080740	-12.155728	-12.894235	-10.727869	-10.218300	-11.789810	-13.222495	-9.263439	-8.850303	-8.544097	-8.940464	-9.293790	-10.037187	-11.744464	-12.031299	-10.814575	-12.465429	-9.833581	-12.441055	-11.122831	-13.393152	-10.351833	-11.005285	-12.939434	-11.313292	-10.542561	-9.196674	-9.611619	-12.088056	-11.127999	-10.363762	-10.392697	-10.517665	-10.782761	-10.028896	-13.990585	-10.501633	-10.583998	-11.054563	-12.384798	-11.843652	-10.508769	-10.896004	-10.313491	-11.104795	-11.451717	-9.963413	-9.995866	-9.813178	-10.243527	-10.989602	-9.980199	-10.664423	-10.608362	-9.550548	-13.089771	-10.166570	-10.369710	-10.495134	-10.476178	-10.715208	-11.631036	-9.866437	-12.170889	-10.131391	-10.780801	-10.970490	-13.466623	-11.359964	-10.647267	-14.440445	-11.320107	-11.864972	-10.305116	-11.782665	-11.244016	-15.213235	-10.840660	-11.581787	-11.582154	-9.982400	-10.511780	-8.548262	-9.106147	-11.946977	-11.624999	-10.341780	-12.709490	-11.726730	-14.126645	-15.809527	-14.162913	-11.932332	-15.344148	-12.173240	-12.534364	-10.420660	-12.151520	-12.177926	-10.984128	-11.194130	-10.968147	-11.933895	-12.280965	-14.017436	-11.207776	-11.469710	-11.484918	-11.817142	-11.028977	-11.016569	-10.965867	-10.121600	-11.715665	-10.741783	-9.900518	-10.791691	-10.869678	-11.848199	-10.723189	-12.264182	-10.961954	-11.541912	-11.286777	-9.679698	-10.762878	-11.202956	-11.576473	-11.154651	-11.218100	-11.136440	-10.902949	-10.748485	-11.537739	-11.634125	-11.904089	-11.844855	-11.701092	-12.547548	-10.653667	-13.045091	-12.683575	-12.832885	-13.340787	-15.571825	-46.827107	-inf
-inf	-45.757852	-13.314236	-12.926717	-12.120960	-11.870447	-11.983181	-10.815668	-14.193217	-11.503192	-11.248099	-10.745239	-11.824347	-11.483881	-11.632953	-11.005252	-11.323955	-12.076033	-10.618502	-11.446136	-10.916798	-13.878740	-9.693957	-10.723573	-11.458050	-10.977110	-13.121222	-10.621893	-11.784145	-12.424081	-10.738629	-10.317621	-10.653253	-12.172496	-10.317138	-11.083609	-10.471465	-10.644506	-13.380380	-11.291585	-12.845188	-11.016193	-14.289892	-11.184777	-11.055292	-11.072902	-11.210598	-11.778925	-13.308301	-10.972650	-10.929446	-13.036382	-12.370826	-12.010430	-12.367164	-13.140367	-15.995703	-13.424014	-12.208972	-10.592352	-10.279537	-11.225073	-13.108890	-9.227575	-8.855902	-8.543024	-8.527745	-9.278057	-10.023623	-12.056056	-11.776160	-10.679773	-11.928691	-9.853550	-12.045013	-10.838452	-14.391051	-9.968539	-10.672035	-11.875349	-11.128295	-10.429389	-9.164061	-9.554697	-11.973101	-10.890081	-10.429944	-10.284310	-10.693496	-10.578033	-10.001191	-12.695632	-10.604329	-10.736183	-10.496592	-11.076237	-11.337017	-12.543846	-10.722920	-10.465562	-11.470621	-11.051765	-9.839770	-9.886296	-9.701046	-10.098949	-10.697105	-9.913693	-10.554077	-10.702345	-9.619283	-15.295256	-10.941037	-10.140351	-10.624408	-10.404884	-10.655907	-11.299755	-9.952126	-13.481984	-10.214113	-10.961474	-10.763953	-13.629548	-10.724709	-10.287030	-12.278337	-10.822004	-12.071693	-10.337787	-11.458472	-10.934659	-13.350895	-10.824801	-11.398993	-11.329863	-9.826979	-10.575801	-8.558601	-9.112997	-12.285495	-11.328084	-10.352513	-12.522732	-11.853732	-16.656637	-15.533718	-13.730941	-11.823439	-13.107358	-12.112606	-12.203795	-10.323100	-11.846995	-12.430536	-11.216615	-11.277543	-10.989600	-10.610444	-11.175637	-12.741624	-10.664844	-11.727297	-11.191277	-12.664506	-10.706673	-10.237046	-10.997424	-10.244433	-11.921118	-10.732192	-10.109472	-10.413782	-11.401070	-11.735225	-10.737052	-12.360650	-11.137543	-11.752691	-11.494114	-9.655189	-10.814785	-11.280009	-11.314164	-10.828753	-10.988383	-10.576767	-10.431685	-11.083343	-11.132887	-11.139710	-10.850375	-11.164436	-11.837078	-13.011400	-10.613816	-12.439308	-12.307145	-12.333403	-15.812935	-12.661528	-46.822201	-inf
-inf	-45.261923	-14.145044	-13.612947	-12.498099	-12.226631	-12.435241	-10.688569	-13.060506	-11.919267	-11.545077	-10.942808	-11.391710	-11.971025	-12.314113	-10.778431	-11.867666	-11.501172	-10.934106	-10.908707	-10.766156	-12.183961	-9.631836	-11.012198	-11.114684	-11.381123	-11.914238	-10.864286	-15.664177	-13.088857	-10.826051	-10.494204	-10.882317	-11.439048	-10.485675	-11.457394	-10.758148	-10.721843	-14.609706	-10.944467	-12.997819	-11.353300	-10.219771	-11.519734	-11.297798	-11.270856	-11.464119	-12.442871	-10.266761	-11.091442	-10.786912	-13.152933	-12.662720	-13.015896	-12.362085	-14.557233	-13.694693	-13.355733	-12.462477	-10.567244	-10.224092	-11.141840	-12.786496	-9.354891	-8.949972	-8.607337	-8.546533	-9.285913	-9.188117	-11.817744	-12.186452	-10.786458	-13.048055	-9.825918	-11.602970	-10.938923	-12.582681	-9.908668	-10.929636	-9.666840	-10.860263	-10.333043	-9.136240	-9.474871	-11.332005	-10.694117	-10.684685	-10.164642	-10.864952	-10.378746	-10.133459	-11.699571	-10.973289	-11.008515	-11.747646	-11.688250	-10.967919	-11.719206	-12.076448	-10.696368	-11.876228	-10.750744	-9.810912	-9.796340	-9.654486	-10.007333	-10.549193	-9.801134	-10.356316	-11.034530	-9.712099	-12.168780	-10.690887	-9.964086	-10.833091	-10.210590	-10.877341	-10.959583	-10.075588	-12.327060	-10.363493	-10.775840	-10.591692	-12.516088	-10.899915	-11.601160	-14.247552	-11.084721	-11.402282	-10.232319	-11.807865	-11.129331	-13.776561	-10.701944	-11.483786	-11.388941	-9.829834	-10.572841	-8.688203	-9.188685	-12.044162	-11.435546	-10.337674	-12.294071	-11.798362	-16.190726	-14.324545	-13.705587	-12.017759	-13.681822	-12.423376	-12.022593	-10.243924	-12.063819	-13.138885	-11.447496	-11.351698	-11.024329	-10.627344	-11.284953	-10.227148	-10.856916	-11.969729	-10.765291	-12.658644	-10.836311	-10.422770	-11.257323	-10.416121	-11.354549	-11.006826	-10.489632	-10.598752	-11.811917	-14.211086	-11.036293	-14.369113	-11.494598	-13.011810	-11.985854	-9.575481	-11.096537	-11.682722	-11.022175	-10.719003	-10.837200	-10.396056	-10.315639	-11.355644	-11.453115	-10.931252	-11.029226	-11.342029	-12.144677	-14.337287	-10.556269	-12.730383	-12.579367	-12.525513	-14.637751	-12.655278	-46.824062	-inf
